titulo,herramientas,descripcion,ubicacion,presencialidad,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Manager Workplace Services,"['ServiceNow', 'IT Manager']","International project management, working with external suppliers. Mainly you will develop professionally within a very close cross-corporate environment of supplier management, KPIs studies, SLAs and review if the service is being correct in all areas of the business. ",madrid,Remoto parcial,"A crossover role between supplier management, international studies and global review of the services provided within the work environment. ",Jornada completa,8 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Digital/manager-workplace-services-846,talenthacker
Data Engineer,"['PL/SQL', 'SQL', 'ETL', 'Cloud']","Es el operador líder en el sector español de transporte de viajeros por carretera. Con más de cien años de experiencia y una vocación de innovación permanente. La concepción del transporte desde una visión integral y la satisfacción permanente del cliente son las premisas sobre las que desarrolla su actividad.
Como operador integral, es capaz de atender las diferentes necesidades de movilidad de los ciudadanos mediante un amplio abanico de servicios de transporte de ámbito regional, nacional, internacional, urbano, discrecional (alquiler de autocares) y turístico. Asimismo, está especializada en la gestión de estaciones de autobuses, áreas de servicio y áreas de mantenimiento de vehículos. En la actualidad, cuenta con una moderna flota integrada por 7.000 autobuses, que transportan a 527 millones de viajeros al año, quienes son atendidos por un competente equipo formado por 15.000 profesionales.
En esta posición se busca a una persona con experiencia como Data Engineer",Madrid,Remoto parcial,"La principal función será garantizar que la información se encuentre disponible y utilizable por los stakeholders de la empresa, realizando funciones como:

Extraer datos y prepararlos antes de cargarlos en entornos analíticos de datos, en procesos de ETL (extracción, transformación y carga).
Depurar y clasificar los datos extraídos.
Construir arquitecturas analíticas de datos.Desarrollar, construir y mantener las distintas bases de datos y arquitecturas de los entornos analíticos.
Identificar y desarrollar procesos para mejorar la confiabilidad y calidad de los datos.
Analizar la información solicitada. Generar información de valor para la empresa a partir del conjunto de datos.
Reportar incidencias encontradas.
",Jornada completa,2 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/data-engineer-1095,talenthacker
Salesforce Consultant,"['SalesForce Developer', 'Salesforce Marketing Cloud', 'CDP', 'SFMC']","Our client, a leading company in the IT consulting sector, is currently looking for a Cloud Marketing Consultant. They are specialized in offering different technological solutions to companies in the areas of cybersecurity, Software Development Life Cycle, Data utilization, Infrastructure Monitoring, Process Automation (AI and machine learning), Digital Transformation and data migration to the cloud. They have international presence with offices in Portugal, London, Madrid, Boston, San Francisco and Miami. You will work on a long-term project in the banking sector, allowing you to acquire knowledge of this sector and its ecosystem.",lisboa,Remoto parcial,Data automations (import/export)Integrations with CDP (understanding and effectively addressing data integrations issues within the implemented SF ecosystem and also with the banks platforms.Experience in configuring and parameterizing custom activities and REST endpoints in SFMC. ,Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/salesforce-consultant-1076,talenthacker
IT Manager,"['reclutamiento', 'ventas', 'gestión']","TalentHackers, que nace en 2019 para revolucionar el reclutamiento tecnológico a través del dato, busca incorporar a su equipo cuatro o cinco IT Managers que liderar el desarrollo y la expansión comercial de TalentHackers, así como gestionar un equipo de consultores dedicados a la búsqueda de candidatos. ",madrid,Presencial,"Su misión principal será la de identificar y generar nuevas oportunidades de negocio para TalentHackers con el fin de cumplir los objetivos establecidos, así como asegurar la satisfacción de los clientes haciendo una gestión eficiente de los recursos y el equipo disponibles.Sus principales funciones son:Identificar de oportunidades de venta y de desarrollo de cuentas actuales.Contribuir al diseño, planificación y desarrollo de la estrategia comercial.Contribuir en el diseño, desarrollo y adaptación de la propuesta de valor de TalentHackers para cada uno de nuestros potenciales clientes.Recabar, entender y anticiparse a las necesidades de nuestros clientes.Mantener una comunicación y un seguimiento constante de los procesos de selección, asegurando la máxima calidad de los mismos.Dar sorporte al cliente en todo aquellos que conduzca en un servicio extraordinario por parte de TalentHackers.Reportar los principales KPIS y objetivos realizados con su actividad. Gestionar un equipo de al menos dos consultores. ",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Digital/it-manager-1096,talenthacker
IoT & Mobility Developer,"['Java', 'Spring Boot']","Comprometida con el ciclo de vida de las personas, atendiendo las necesidades desde recién nacidos hasta personas de la tercera. Siendo una compañía con diversos modelos de negocio, desde el sector hospitalario, pasando por el mundo asegurador siendo un impacto directo hasta finalizando con el entorno del cuidad y atención de los mayores en centros especializados. 
Además de ser una de las compañías con mayor impacto en el día a día de la salud de muchos de nosotros, cuenta con equipo muy fuerte en tecnología teneindo así difertes desarrollos propios dentor del mundo IOT/OT para seguir crecienco a nivel nacional e internacional. ",Madrid,Remoto parcial,"

Realizarás el diseño detallado de los componentes software en base al análisis recibido.


Construirás los elementos de software de acuerdo con la tecnología seleccionada y los test cases necesarios para las pruebas unitarias


Ejecutarás las pruebas unitarias y comprobar el correcto funcionamiento de los elementos SW.


Realizarás las pruebas de integración de los elementos software construidos y la revisión técnica de los desarrollos externalizados


Darás soporte a usuarios en las pruebas de aceptación y realizarás la corrección de incidencias comunicadas por usuarios.

",Jornada completa,De 3 a 5 años de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/iot-mobility-developer-1067,talenthacker
Data Engineer Tech Lead,"['AWS', 'Kinesis', 'Spark SQL', 'Python', 'Scala']","We’re looking for an experienced Technical Lead in the Data Engineering domain. You will be responsible for the design and implementation of the data and analytics platform making data accessible for multiple purposes. Main purposes include insights generation, real world evidence, develop & train ML algorithms and to support data-driven decisions.",barcelona,Remoto,"Lead the design and implementation of the data & analytics architecture ensuring compliance, quality and a sustainable growth of the platform. Build scalable data pipelines to integrate and model datasets from different sources that meet functional and non-functional requirements.Provide the technology, the tools and data to support data scientists and analysts in R&D, One Medical and Commercial teams. Manage the technical backlog on the Data & Analytics Platform.Ensure the data quality by implementing and monitoring a data quality framework together with the data source teams. Work with data infrastructure to triage infrastructure issues and drive to resolution.Collaborate with cross-functional stakeholders to understand their business needs. Formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations.Foster a data driven culture throughout the team and to lead data science projects that will have impact throughout the organization.Help to grow our data team with exceptional engineers.",Jornada completa,7 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/data-engineer-tech-lead-1078,talenthacker
CIAM LEAD,"['IAM', 'CIAM', 'Cybersecurity', 'Ciberseguridad']","
The company in question is a multinational financial institution headquartered in Spain. It is one of the largest banks in the world in terms of market capitalization and total assets. The company provides a wide range of financial services to individuals, businesses, and institutions, including retail banking, commercial banking, investment banking, and asset management. It operates in numerous countries and has a significant presence in Latin America, Europe, and the United States. The company is known for its strong commitment to corporate social responsibility, particularly in the areas of environmental sustainability and financial inclusion.
 
",Málaga,Remoto parcial,"Our client is looking for a CIAM Lead, responsible for leading a company's Customer Identity and Access Management (CIAM) program. Customer Identity and Access Management is a set of processes, tools, and technologies used to manage and secure customer data and identity in digital interactions with a company. 
As a CIAM Lead, the person would be responsible for designing, implementing and maintaining the company's CIAM strategy, which includes managing the lifecycle of customer identities, ensuring regulatory compliance, protecting customer data privacy and security, and providing a seamless and secure user experience. The CIAM Lead would work closely with cross-functional teams, such as IT, marketing, legal, and compliance, to ensure the effective execution of the CIAM program and drive business outcomes, such as customer acquisition, retention, and loyalty.
 
Key responsibilities:


Functional and technical knowledge of CIAM products, and preferent ForgeRock solutions (DS, AM &amp; IDM).
Lead teams, being responsible for their delivery
Improve functional requirements, having a vision aligned with all stakeholders.
Minimize the technical risk of the project by ensuring that it is carried out in accordance with good practices and architectural recommendations.
Coordinate and validate the developments made by the team.
Ensure the quality and safety of the systems.
Identify the technical needs of the project, to establish requirements for new components, as well as collaborate in their design, configuration, development and testing.
Standardize and implement methodologies to optimize development and operations processes.

 ",Jornada completa,2 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/SysOps/ciam-lead-927,talenthacker
Senior Java Developer,"['Java', 'Spring Boot', 'CI/CD', 'Javascript']","Nuestro cliente es una institución financiera alemana que opera a nivel mundial y se considera uno de los bancos más grandes y prominentes de Alemania y de Europa en general. Fundado en 1870, La multinacional ha desempeñado un papel importante en el sector financiero internacional y ha estado involucrado en una amplia gama de actividades financieras, que incluyen banca de inversión, banca minorista, gestión de activos y servicios financieros corporativos.",Madrid,Remoto parcial,"Nuestro cliente se encuentra en búsqueda de un programador Senior Java que se una al equipo de desarrollo MOBILE.

El candidato vendra a:

 


Crear y mantener los servidores que respaldan las aplicaciones móviles. Esto implica escribir código en Java u otros lenguajes de backend para gestionar solicitudes y respuestas entre la aplicación móvil y el servidor.


Diseñar y mantener las bases de datos que almacenan la información necesaria para la aplicación móvil. Esto incluye la creación de esquemas de base de datos, consultas SQL y optimización del rendimiento de la base de datos.


Implementar medidas de seguridad para proteger los datos del usuario y garantizar que las comunicaciones entre la aplicación móvil y el servidor sean seguras.


Desarrollar y mantener APIs (Interfaces de Programación de Aplicaciones) que permitan que la aplicación móvil se comunique con el servidor. Esto implica diseñar rutas de API, manejar solicitudes HTTP y procesar datos JSON u otros formatos.


Optimizar el rendimiento del servidor para garantizar que pueda manejar un gran número de solicitudes de usuarios móviles simultáneos. Esto puede incluir el uso de técnicas como la caché y la escalabilidad horizontal.


Mantenimiento y solución de problemas: Realizar actualizaciones de software, solucionar problemas y gestionar el ciclo de vida del servidor a lo largo del tiempo para garantizar su funcionamiento continuo.


 
 
 ",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/SeniorJavaDeveloper,talenthacker
Senior Collaboration Solution Architect,"['Microsoft Office 365', 'Cisco']","Desarrolla, fabrica y suministra implantes dentales, instrumentos, biomateriales, prótesis CADCAM, equipos digitales, software y alineadores transparentes para aplicaciones de reemplazo, etc. Es reconocido como innovador líder y trabaja junto con universidades, clinicas, institutos de investigación, etc para mejorar el nivel de atención al paciente. Sus productos, soluciones y servicios están disponibles en mas de 100 países a traves de su amplia red de socios y filiales de distribución.",madrid,Remoto parcial,"Actualmente, estamos buscando a un Arquitecto de Soluciones M365 que desee liderar la visión de servicios de colaboración y comunicación de alta calidad. Tu misión será asegurar que los usuarios de la empresa tengan acceso a las herramientas y servicios de colaboración más avanzados y efectivos, cumpliendo con los estándares de seguridad y regulaciones empresariales. Tu rol será fundamental, ya que serás el punto de contacto entre el negocio y sus servicios existentes. Trabajarás en estrecha colaboración con equipos multidisciplinarios para diseñar soluciones innovadoras que abarquen más de 80 ubicaciones de la empresa. Tus responsabilidades incluirán la gestión de servicios de Microsoft 365, desde Exchange Online hasta SharePoint y MS Teams, además de los servicios de comunicación CISCO. Identificarás oportunidades para optimizar los procesos, implementarás mejores prácticas y asegurarás una operación sin problemas de todos los componentes de colaboración, como sistemas de videoconferencia. También serás el responsable de crear y mantener descripciones de servicios, hojas de ruta tecnológicas y colaborarás con otros clientes y departamentos de la empresa para definir el futuro de sus servicios. ",Jornada completa,6 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/senior-collaboration-solution-architect-1061,talenthacker
EUS Service Support Specialist,"['Service Support', 'Desktop service', 'Microsoft']","Nuestro cliente es una institución financiera alemana que opera a nivel mundial y se considera uno de los bancos más grandes y prominentes de Alemania y de Europa en general. Fundado en 1870, La multinacional ha desempeñado un papel importante en el sector financiero internacional y ha estado involucrado en una amplia gama de actividades financieras, que incluyen banca de inversión, banca minorista, gestión de activos y servicios financieros corporativos.",Madrid,Presencial,"Nuestro cliente se encuentra en búsqueda de un Service Manager que venga a:

- Gestionar sistemas y dispositivos de usuarios finales con el objetivo de garantizar la máxima funcionalidad y, al mismo tiempo, mantendrá un contacto cercano y una comunicación abierta con el negocio y ofrecerá un excelente servicio al cliente.

- Además, este profesional vendrá a comprender y a dar cobertura a las necesidades y requisitos del negocio, mantiene relaciones sólidas y sirve a nuestros usuarios. El candidato tiene un conocimiento avanzado de software y hardware de computadoras, así como de una variedad de aplicaciones de Internet, redes y sistemas operativos.

- Por otro lado, el candidato trabaja con equipos globales y terceros en caso de que sea necesario para resolver problemas técnicos y gestionar el soporte técnico de usuarios finales para proyectos, implementaciones, pruebas, pilotos e incidentes en el entorno de producción.

- Su objetivo es el de construir y mantener sistemas informáticos actualizados y eficientes, así como dispositivos en las sucursales para optimizar el papel de la tecnología en la sostenibilidad del negocio. ",Jornada completa,De 5 a 9 años de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/eus-service-support-specialist-1055,talenthacker
Digital Analyst y CRO Consultant,"['Ecommerce', 'CRO', 'Digital Analyst']","Multicultural mobility company is looking for a Digital Analyst & CRO.
We offer mobility solutions and services according to our clients needs. We work internationally and with an expansion project ahead. Constantly observing and adapting to the ever-changing ways of mobility and needs of our clients. Our team, from more than 25 countries, formed by engineers, marketing experts and IT specialists work very hard to find the best solutions.
What will you get from the company? 


An ultra stimulating work environment in contact with high-level stakeholders


Competitive salary based on experience


Remote work 2 days/week


Flexible retribution plan (restaurant tickets, public transport, training, health insurance, kindergarten)


Physiotherapy service at office.


Gym office room with boxing and pilates classes.


Company Health Insurance


She/He will join the Customer Experience Hub global business unit.",Madrid,Presencial,"
Analyze and find opportunities for the business to optimize sales processes and marketing activities, including ecommerce, CRM data, attribution models, customer journeys and marketing automation, conversion optimization, etc.
Create and present strategic CRO plans to international sales & marketing local teams, defining new initiatives, activations and optimizations to enhance business results.
Connect data sources and map dimensions and metrics according to the existing data model.
Create powerful visualizations for multidimensional analysis, including ecommerce KPIs, media mix analysis, conversion funnels, customer profiling, etc.
Work closely with the Research, UX, Design, Content, Marketing Automation and Project Management teams to strategize, ideate, define and run the planned projects and campaigns and to communicate strategy, progress and results.
Conceptualization of multichannel interactive customer journeys.
Provide support and mentorship for other members of the team, ensuring they are progressively able to take on more complex tasks and upskill others.
",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Digital/digital-analyst-y-cro-consultant-1021,talenthacker
Ingeniero Soluciones AI MLops,"['MLOps', 'Data', 'Cloud']","Empresa dedicada a salvaguardar lo que consideran más valioso. Destacan como la principal aseguradora española a nivel mundial y la multinacional líder en seguros en Latinoamérica, figurando entre los 15 principales grupos europeos en cuanto a volumen de primas.
Con una sólida trayectoria de 90 años, sienten un profundo orgullo al ofrecer soluciones innovadoras en seguros y servicios para proteger a individuos y empresas en todo el globo. La misión se centra en acompañar a los clientes, facilitando su progreso con tranquilidad y contribuyendo al desarrollo de una sociedad más sostenible y solidaria. Se comprometen a brindar lo mejor de sí cada día, manteniéndose siempre cercanos a los 31 millones de clientes que confían en ellos.
Con presencia en todos los continentes, aseguran solvencia, fomentan la innovación, proporcionan un servicio de primera y actúan con integridad. En su visión, creen en el potencial de las personas. Su equipo multicultural y diverso impulsa el éxito, haciendo realidad la visión y misión con talento, pasión y experiencia a diario.",Madrid,Remoto parcial,"
Diseño de ecosistema de soluciones relacionadas con DATAOPS y MLOPS
Generación de infraestructura con IaC (infraestructura como código) .
Establecer mejores prácticas de DevSecOps para entornos de Plataforma DATA.
Implementar y ejecutar la estrategia DATAOPS u MLOPS en nuestra Plataforma de Datos 
Organizar la implementación de automatizaciones y controles de seguridad en los pipelines y herramientas en los ciclos MLOPS.
Definir, ejecutar y monitorear los controles de observabilidad de la correcta ejecución de los diferentes productos que se desarrollen dentro de la Plataforma, así como el correcto desempeño de la plataforma Operaciones que dan soporte a los distintos componentes.
",Jornada completa,De 3 a 5 años de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/ingeniero-soluciones-ai-mlops-1091,talenthacker
Senior Consultant Meta4,"['Meta4', 'RRHH']","Nuestro cliente es una de las más estratégicas consultoras de panorama español que ofrece servicios profesionales centrados en áreas como Auditoría, Consultoría, Impuestos, advisory y Business & Outsourcing.

Actualmente se encuentran en búsqueda de un Consultor y Especialista en Meta4 orientado al desarrollo y formalización de nóminas que se quiera incorporar al equipo de cara a dar servicio a uno de sus más importantes clientes.
 ",Madrid,Presencial,"El candidato que se incorporé se centrará en:

La gestión de manera completa el ciclo de Nómina (carga de incidencias, cálculos IRPF y nómina, comprobaciones, pagos y cierres), para empresa multi-convenio con alto volumen de empleados.
Elaboración de Finiquitos.
Gestión de Préstamos, Anticipos y Embargos Judiciales.
Elaboración de informes mensuales.
Contabilidad de la nómina.
Gestión de impuestos (Nac, Forales y No Residentes) mensuales y anuales (111, 190, 216 y 296).
Conciliación de ficheros CRA (conceptos retributivos abonados).
Gestión de cotizaciones y afiliaciones a la Seguridad Social (Siltra, Sistema Red).
",Jornada completa,De 5 a 9 años de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Digital/consultant-meta4-955,talenthacker
Senior Data Analyst,"['SQL', 'Tableau', 'Looker']","We are a leading fintech in Europe and Latin America. Our main offering is focused on providing finance solutions to retail customers. The company is among the fastest growing fintech companies in Europe and the only one Spanish one included at FT 1000. Besides,  is also the first carbon-neutral financial technology firm in the region.",barcelona,Remoto parcial,"The Risk Data Analyst is responsible for collecting, organizing, and interpreting statistical information to transform it into specific actions. They play a crucial role in managing and mitigating risks within an organization. The primary focus of the role is to analyze data related to risk, monitor performance, and implement quality control plans to identify areas for improvement.Function:SQL querying and result visualization:Utilize strong knowledge of SQL to query databases and visualize the results effectively.Data gathering and analysis, searching for patterns:Collect and analyze data to identify patterns and insights that inform risk management decisions.Statistical analysis of portfolio performance:Conduct statistical analysis to evaluate the performance of the risk portfolio.  Monitoring and preparation of improvement actions for Risk KPIs:Monitor key performance indicators (KPIs) related to risk and develop action plans for improvement.Monitoring and analysis of credit portfolio and credit process efficiency:Monitor and analyze the credit portfolio to assess its efficiency and identify areas for optimization in the credit process.Creation and improvement of reports:Develop reports to effectively communicate risk-related information, and continuously enhance reporting processes.Analysis of external providers' data to be included in statistical models:Analyze data from external providers and incorporate it into statistical models used for risk assessment.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/senior-data-analyst-1011,talenthacker
Arquitecto de Datos,"['Python', 'PySpark', 'ETL (Extract, Transform and Load)', 'SQL', 'NoSQL']","Empresa global de tecnología y consultoría, brindando soluciones innovadoras en los mercados de transporte y defensa. Además, lidera la Transformación Digital y Tecnologías de la Información en España y América Latina. Con presencia en múltiples países, generó ingresos significativos en el último año financiero.",madrid,Remoto parcial,"Responsabilidades:Diseñar y desarrollar arquitecturas basadas en microservicios para soluciones de ingeniería de datos.Construir y optimizar pipelines de datos, ETLs y trabajos en batch y en tiempo real utilizando Python y PySpark.Trabajar con bases de datos SQL y NoSQL, como PostgreSQL, MySQL, MongoDB y Cassandra.Utilizar tecnologías de Big Data, como Spark, Kafka y Flink, para el procesamiento y análisis de datos.Colaborar con equipos multidisciplinarios en proyectos de Mobility as a Service, especialmente en los sectores de ferrocarril y aeropuertos.Liderar y coordinar equipos, siendo responsable de la arquitectura de la ingeniería de datos.Diseñar y crear APIs, siguiendo el enfoque Api First Design y utilizando herramientas como OpenAPI y Swagger.Mantenerse actualizado sobre las últimas tendencias y tecnologías en el campo de la ingeniería de datos y aplicarlas en los proyectos.",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/arquitecto-de-datos-990,talenthacker
Jefe de Proyecto Ciberseguridad / Operaciones B2B,"['ciber', 'cloud']","Empresa líder en el sector de las telecomunicaciones ofrece un ambiente de trabajo innovador y dinámico, con múltiples oportunidades de desarrollo profesional y personal. Su compromiso con la excelencia en el servicio y la satisfacción del cliente la hacen una excelente opción para invertir en el futuro. En este momento están buscando un Jefe de Proyecto Ciberseguridad / Operaciones B2B",Madrid /Barcelona,Remoto parcial,"
Necesitamos reforzar la observabilidad porque vamos en reactivo con la proactividad incluyendo el ciberataque y fraude.
Dar soporte y gestión de proyectos ICT de Clientes B2B de acuerdo con los objetivos de la Unidad de Negocio referencia a los productos de Ciberseguridad Cloud y Fluxvision/Big Data.
Interlocución directa con clientes B2B. Gestión, ejecución y seguimiento de solicitudes de clientes.
Definición y aplicación de las configuraciones del servicio en base necesidad del cliente y los servicios solicitados.
Mejora continua de los procesos de atención en provisión y posventa de los servicios de Ciberseguridad, Cloud  Fluxvision/Big Data.
Resolver cualquier necesidad del cliente en el mínimo plazo posible, respetando los SLA comprometidos
Documentación de la provisión y emisión del RFS (Ready for Service) a cliente con validación de éste y posterior activación en facturación.
Conciliación de servicios activados con los distintos proveedores.
Reporting &amp; análisis: CdM de KPI’s , informes a cliente.

 

Gestión de Proyectos relacionados con Ciberseguridad, Cloud y Fluxvision/Big Data.
Gestión de riesgos. Asesoramiento a cliente en seguridad tecnológica, orientando y dando soporte a cliente en las modificaciones de configuración solicitadas, asegurando la optimización en la defensa ante ataques y vulnerabilidades.
Gestionar el backlog de provisiones de Ciberseguridad acorde a los objetivos de B2B, y poner en marcha las medidas correctoras necesarias para el cumplimiento de los compromisos con los clientes.
Visitar si es necesario a los clientes clave para asegurar una adecuada configuración de los productos de
Ciberseguridad/Cloud.
Diseñar, elaborar e implementar la configuración de servicio creando la documentación técnica necesaria.
Coordinar las formaciones a cliente con proveedores de servicio o realizar formaciones directas a cliente.
Proveer de feedback de mejoras detectadas de la relación con clientes y vendors para el portfolio de
Ciberseguridad, Cloud y Fluxvision/Big Data de B2B para que sean implementadas en nuevas releases.
Realizar propuestas de mejora sobre los sistemas de soporte a los servicios.
Analizar y gestionar el performance de partners, en relación con los servicios de Ciberseguridad, como valor añadido al portfolio estándar de B2B, con especial foco en los servicios profesionales.
Control de KPIs para seguimiento de proyectos y partners.
Reporte y seguimiento con el responsable del equipo ICT de B2B de los distintos servicios, procesos y actividades, así como seguimiento de los objetivos.
",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/SysOps/jefe-de-proyecto-ciberseguridad-operaciones-1093,talenthacker
Ingeniero/a Soluciones Cloud,"['AWS', 'AZURE', 'Docker', 'Kubernetes']","Empresa dedicada a salvaguardar lo que consideran más valioso. Destacan como la principal aseguradora española a nivel mundial y la multinacional líder en seguros en Latinoamérica, figurando entre los 15 principales grupos europeos en cuanto a volumen de primas.
Con una sólida trayectoria de 90 años, sienten un profundo orgullo al ofrecer soluciones innovadoras en seguros y servicios para proteger a individuos y empresas en todo el globo. La misión se centra en acompañar a los clientes, facilitando su progreso con tranquilidad y contribuyendo al desarrollo de una sociedad más sostenible y solidaria. Se comprometen a brindar lo mejor de sí cada día, manteniéndose siempre cercanos a los 31 millones de clientes que confían en ellos.
Con presencia en todos los continentes, aseguran solvencia, fomentan la innovación, proporcionan un servicio de primera y actúan con integridad. En su visión, creen en el potencial de las personas. Su equipo multicultural y diverso impulsa el éxito, haciendo realidad la visión y misión con talento, pasión y experiencia a diario.
Están buscando incorporar un/a Ingeniero/a Soluciones Cloud.",Madrid,Remoto parcial,"
Organizar la implementación de las soluciones Cloud a nivel de microservicios, eventos para los sistemas Cloud del Sistemas de Gestión Comercial para su correcta evolución contemplando tanto los requisitos funcionales como no funcionales desde el punto de vista de escalabilidad y seguridad.
Diseñar los sistemas de Gestión Comercial con una visión de producto para maximizar sus capacidades de integración con los restos de sistemas de la compañía.
Organizar la implementación de Arquitectura Operaciones Cloud de los Sistemas de Gestión Comercial, basada en una Arquitectura de Contenedores, Microservicios y Eventos.
Definir, ejecutar y monitorear los controles de observabilidad de la correcta ejecución de los diferentes productos digitales que se desarrollen dentro de los sistemas Cloud de Gestión Comercial, así como el correcto desempeño de la plataforma Operaciones que dan soporte a los distintos componentes.
Organizar la implementación de automatizaciones y controles de seguridad en los pipelines y herramientas en los ciclos DevOps para los sistemas Cloud del Sistemas de Gestión Comercial.
",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/SysOps/ingenieroa-soluciones-cloud-1092,talenthacker
Consultor de SAP,"['SAP', 'FI-CO', 'RE-FX']","Spanish multinational company specialised in property development, investment and management. The leading outlet operator in Spain and Poland, it has two proprietary brands: The Style Outlets and FACTORY. This Company manages 17 outlet centres and 4 retail parks and over 800 brands in six European countries: France, Germany, Italy, Poland, Spain and the Netherlands. As part of its commitment to sustainability, Building Tomorrow roadmap sets out specific goals aimed at creating a positive impact on society and the environment, increasing the company’s resilience and enhancing its employee engagement.
 ",madrid,Remoto parcial,"As an SAP Consultant these are the key responsibilities:

Being a reference at the corporate level in the area of SAP solutions for internal and external
stakeholders during the whole lifecycle of the product.
Continuous process improvements. Development, coordination, and setup of new functionalities and projects in SAP and other applications like NAM, Opentext, BW, and BPC, focused on the financial arena but also in any other business area using SAP business solutions.
Proposing the implementation of new processes in business applications tools SAP-related
Problem resolution, change requests, and setup according to best practices and business requisitions, supervising the actual customized SAP solution implemented to maintain business operations.
Maintain and improve systems and data integration between SAP and other applications.
Training to end users. Documentation. Support to internal and external stakeholders
Intensive collaboration with other departments like Asset Management, Leasing, Marketing,
Administration, Human Resources, Digital & IT, in headquarters and countries to identify and implement best practices in the market
Communicate at all levels with different media and tools.
",Jornada completa,4 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Digital/consultor-de-sap-1027,talenthacker
Consultor Datacenter,"['Cloud', 'Azure', 'AWS', 'DataCenter']","Buscamos un Consultor DataCenter para ampliar el equipo de Servicios Centrales, formando parte del equipo de ingeniería dónde apoyar en el entorno Cloud. Buscamos que seas una persona dinámica, abierta a bajarse, a trabajar con todo tipo de cloud y también con capacidad de estar trabajando orientado a negocio y resultados objetivos. ",Madrid,Remoto parcial,"¿Que buscamos? Te dejamos los detalles:


Participación técnica en proyectos y servicios TI de sistemas.- Apoyo a la entrega de servicios en entornos de producción.


Definición de arquitecturas para soluciones de consolidación y virtualización de servidores (VMware) y despliegues en la nube.


Entornos de Alta Disponibilidad (HA).


Apoyo a la integración de diferentes subsistemas tecnológicos (sistemas, almacenamiento, backup, networking, seguridad)


Definición y mantenimiento de la documentación técnica y de servicio.

",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/SysOps/consultor-datacenter-1084,talenthacker
Analista Navision,['Navision'],"Es una firma de abogados y asesores fiscales que brinda servicios legales y de consultoría en cuestiones relacionadas con el derecho empresarial y tributario en Madrid, España. Sus servicios suelen incluir asesoramiento legal y fiscal a empresas en áreas como la planificación fiscal, la representación en procedimientos legales y tributarios, la estructuración de transacciones comerciales, la gestión de impuestos y la resolución de conflictos legales. ",madrid,Remoto parcial,Buscan a un Analista de Microsoft Dynamics Business Central y Navision para integrase en un equipo multidisciplinar de transformación digital. ,Jornada completa,1 año de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/analista-navision-1049,talenthacker
