titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Administrador/Desarrollador Moodle,Page Personnel,26/01/2024,Moodle,Perfil buscado (Hombre/Mujer)- Reuniones con diferentes stackeholders a nivel internacional para analizar mejoras de la plataforma.- Comunicación con equipo de desarrollo IT para realizar mejoras y evolutivos.- Implementación de evolutivos de la plataforma en diferentes países.- Mantenimiento y configuración de la plataforma.• Importante compañía de software propio en plena expansión internacional.|Grandes posibilidades de crecer profesionalmente dentro de la compañia.Candidato con alto nivel de inglés y al menos 2 años de experiencia en puesto similar.Importante compañía de software propio en plena expansión internacional- Contrato indefinido.- Salario competitivo.- 3 días de de teletrabajo a la semana.,Madrid (Híbrido),Desarrollador Web,Jornada completa,3 años,Indefinido,30.000 €-36.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/administrador-desarrollador-moodle-hibrido/moodle/rf-9a2d17aa9274438af744,tecnoempleo
IT Manager,HAYS,26/01/2024,"SAP, Dynamics 365","Desde Hays estamos colaborando con una gran multinacional líder en su sector que busca incorporar un/a IT Business Manager para unirse a su equipo de Alicante de manera presencial.¿Cuáles serán tus funciones?Mantener y desarrollar las apliaciones corporativas actuales, en particular las de ERP. Contribuir a la implementación de nuevas soluciones de software y participar activamente con todas las compañías del grupo. Identificar áreas de mejora e implementar soluciones tecnológicas de calidad. Contribuir a la implementación de la seguridad y a la consecución de las políticas establecidas por el grupo. Trabajar en la coordinación directa con los proveedores. Analizar, junto con el resto de departamentos, las necesidades de negocio y responsabilizarte de la implementación operativa de todas las soluciones tecnológicas. ¿Qué requisitos debes cumplir?Formación técnica en Informática o similar. 10 o más años de experiencia en gestión de proyectos ERP (particularmente SAP y/o Dynamics 365 F&O). Conocimientos técnicos y funcionales en: ABAP, ABAP-OO, AL, Java, SQL Server, MaxDB, HANA. Experiencia en la implantación, configuración y testeo de aplicaciones de negocio. Habilidades de liderazgo y comunicación interdepartamental. Habilidades analíticas y orientadas a negocio. ¿Qué beneficios obtendrás?Te unirás a un equipo de profesionales apasionados y comprometidos con el proyecto en un entorno de trabajo solidario y dinámico, y tendrás la oportunidad de crecer y desarrollar tus habilidades en una empresa multinacional puntera en su sector.",Alicante - España,Jefe de Proyecto,Jornada completa,Más de 10 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/it-manager-alicante/sap-dynamics-365/rf-3a6a1f1ce2814398af43,tecnoempleo
SAP Business One Consultant,Page Personnel,26/01/2024,SAP Business One,"Perfil buscado (Hombre/Mujer)Reportando al responsable y Cordinador de IT corporativo, entre tus principales funciones podemos destacar:• Configuración y Mejora de SAP B1.• Colaborar con los usuarios finales y equipos funcionales para comprender y documentar los procesos de negocio.• Análisis y Optimización de Procesos: para identificar áreas de mejora y eficiencia.• Proponer y Documentar muy detalladamente soluciones basadas en SAP B1 que optimicen la funcionalidad y la productividad.• Proporcionar formación a usuarios finales sobre el uso eficaz de SAP B1 y garantizar el uso óptimo del producto SAP BO.• Empresa multinacional con headquarter Europeo en la provincia de Barcelona.|Consultor ERP funcional con experiencia en SAP B1.• Título universitario en un campo relevante.• Experiencia como Consultor SAP B1 y en proyectos del ERP.• Conocimiento de procesos comerciales, administración, y mejores prácticas.Será de gran valor que tengas:• Conocimientos de Herramientas de Reporting (Power BI, Crystal Report,...).• Experiencia con HANA y habilidades en SQL.• Excelentes habilidades de comunicación e interpersonales.• Habilidades de gestión de proyectos.• Inglés.Empresa multinacional en pleno proceso de integración para convertirse en el HeadQuarter Europeo.• Oportunidad de trabajar en proyectos de unificación de procesos Europeos de las compañías del grupo.• Ambiente de trabajo colaborativo y enfocado en el crecimiento profesional.• Remuneración competitiva y beneficios adicionales.",Barcelona - España,Consultor,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/sap-business-one-consultant-barcelona/sap-business-one/rf-891d1dc0421c63f1af45,tecnoempleo
Programador/a .NET,HAYS,26/01/2024,"Net, C#","BACKEND .NET DEVELOPERPosición de Programador/a .NET para importante empresa del sector de la Construcción.Responsabilidades - Desarrollo de aplicaciones cliente-servidor.  - Trabajar en un proyecto WPF + WebAPI de gran impacto en la organización.  - Participación en la toma de decisiones a nivel de arquitectura de soluciones técnicas y de negocio.  - Colaborar en las herramientas de gestión del dep. de TIC con DevOps (daily, sprints, kanban, tickets¡)  - Colaborar en la función de asegurar la calidad del producto.  - Aportar conocimientos al departamento y colaborar con las demás personas del equipo.  - Implicación en la consecución de los objetivos previstos. Formación - Ingeniería técnica en Informática, CFGS DAW o DAM Conocimientos - Experiencia en .NET (C#, ASP.NET) mínimo 5 años  - Conocimientos en SQL Server y DDL  - Conocimientos en control de versiones GIT Se valorará: - Conocimiento del negocio de la construcción.  - Frameworks Blazor, Angular  - Conocimientos en metodología AGILE  - Diseño de UX  - Tecnologías: WPF, WCF, Web services  - Conocimientos de Power BI  - Conocimientos de MS Dynamics 365 Finance&Operations.  - Experiencia en componentes Syncfusion Ofrecen - Banda salarial acorde al perfil hasta 44k.  - Variable por objetivos.  - Planes de formación.  - Posibilidad de teletrabajo.",Barcelona - España,Programador,Jornada completa,Más de 5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/programador-net-barcelona/net-c/rf-8b121ac762df2374c344,tecnoempleo
Project Manager. Sector Seguros,Grupo NS,26/01/2024,"PMP, ITIL","En GRUPO NS, seleccionamos para incorporación y participación en proyecto líder en el sector IT, un Project Manager con al al menos 5 años ejerciendo dicho rol.Se valorará Titulación superior técnica , certificaciones PMP, ITIL y metodologías agilesConocimiento en el ámbito de SegurosFuncionalidades:o Gestión de proyectos clásicos y agileso Gestión de proyectos y servicios de 5 a 20 personas.Principales tareas:-Interlocución diaria con el cliente.-Seguimiento periódico y reporting al cliente de la situación de los servicios.-Gestión de las personas-Gestión económica, Seguimiento y control de los costes y forecast de los servicios/proyectos-Controlar el ANS y la evolución de los indicadores correspondientes.-Gestionar la aplicación del manual de servicio, introduciendo medidas correctoras cuando sea necesario y proponiendo posibles mejoras que redunden en una mayor eficiencia del servicio.-Coordinar la gestión de incidencias, problemas y el proceso de escalado desde el punto de vista de los equipos asignados al servicio.-Resolución de los posibles conflictos que surjan en el transcurso del servicio y en su caso, escalado de los mismos.Experiencia de al menos 5 años como Project Manager en proyectos del sector Seguros",Barcelona (Híbrido),Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/project-manager-sector-seguros-hibrido/pmp-itil/rf-55b3181b62b673d6d94f,tecnoempleo
Programador/a asp.net C#,CAS TRAINING,26/01/2024,"ASP.Net, C#, Javascript","Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada, selecciona a Programador/a asp.net C# para un importante proyecto REMOTOSector BancarioTecnologías a usar (Obligatorias): ASP.Net, C# . Javascript .Tecnologías a usar (Deseables): SQL, Azure Devops .Tareas a realizar: Desarrollar sobre una apliación llamada Fenergo.Objetivo del proyecto: Para un proyecto en BBVA necesitamos un programador en:. NET C#. Javascript. Azure Devops. SQLPara desarrollar sobre una aplicación llamada Fenergo.Proyecto en remotoINGLÉS AVANZADOSe ofrece• Formar parte de un equipo joven y dinámico altamente cualificado en una empresa en proceso de expansión.• Participar en proyectos innovadores y punteros para grandes clientes de primer nivel en distintos sectores de mercado.• Proyectos de larga duración, estabilidad profesional y progresión laboral.• Contratación Indefinida.• Acceso gratuito al catálogo de formación anual de Cas Training.• Salario negociable en base a la experiencia y valía del candidato/a",100% En remoto,Programador,Jornada completa,2 años,Indefinido,24.000 €-27.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/programador-aspnet-c-remoto/aspnet-c-javascript/rf-f73011b7522533e9c940,tecnoempleo
Data Engineer AWS/Azure,Grupo NS,26/01/2024,"data, AWS, azure","Desde Grupo NS, estamos seleccionando Ingenieros de datos con al menos 3 años de experiencia en Amazon Web Services y/o Azure RequisitosExperiencia en Powerapps de Microsoft y AzureExperiencia en AWSExperiencia en Python/SparkValorable experiencia con DALLE, con generación de imágenes. Grupo NS es una empresa donde se valora tanto el perfil profesional y tecnológico de los trabajadores así como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos en sus diversos clientes.Por ello, necesitamos personas constantes, con ganas de evolucionar y aprender, responsables y con compromiso.- Experiencia de al menos 3 años como Ingenieros AWS y/o Azure",Barcelona (Híbrido),Big Data,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/data-engineer-aws-azure-hibrido/data-aws-azure/rf-c76414be0252438c4143,tecnoempleo
Administrador/a Senior WAS,CAS TRAINING,26/01/2024,"jboss, was, tomcat","Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada, selecciona a un Administrador/a Senior WAS para formar parte de importante proyecto:Requisitos:- EXPERIENCIA: Al menos 3 -4 años - Conocimientos INDISPENSABLES de administración servidores de aplicación WAS a nivel de infraestructura tiene que gestionar la administración del producto en la infraestructura - Se valoraran conocimientos de otros servidores de aplicaciones JBOSS, tomcat Instalación de infraestructura, obsolescencia (migraciones de WAS, parcheos...) - Conocimientos en servidores web Conocimientos seguridad IBM Security Access Manager, Webseal Administrador de Linux Red Hat, UNIX Conocimientos en shell script, Python, Ansible. - Se valoraran conocimientos de administración en herramientas de monitorización como DynatraceSe ofrece:• Formar parte de un equipo joven y dinámico altamente cualificado en una empresa en proceso de expansión.• Participar en proyectos innovadores y punteros para grandes clientes de primer nivel en distintos sectores de mercado.• Proyectos de larga duración, estabilidad profesional y progresión laboral.• Contratación Indefinida.• Acceso gratuito al catálogo de formación anual de Cas Training.• Salario negociable en base a la experiencia y valía del candidato/a",100% En remoto,Administrador,Jornada completa,3-5 años,Indefinido,36.000 €-39.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/administrador-senior-was-remoto/jboss-was-tomcat/rf-fb6016a8a29523b3cb4e,tecnoempleo
Analista programador (Java+Microservicios+Angular),Grupo NS,26/01/2024,"java, angular, microservicios, SPRINGBOOT",Desde Grupo NS precisamos incorporar un perfil Fullstack con al menos 3 años de experiencia para un proyecto 100% remoto.Skills- Java-Microservicios-AngularPerfil Fullstack con al menos 3 años de experienciaRequerido:- Java-Microservicios-Angular,100% En remoto,Analista Programador,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/analista-programador-java-microservicios-angular-r/java-angular-microservi/rf-5f4c10ee122183807d4a,tecnoempleo
Analista Cobol,Grupo NS,26/01/2024,"COBOL, PL1","En Grupo NS seleccionamos perfiles Analistas (funcional, programadores) con experiencia de al menos 3 años de experiencia en Cobol, en entorno bancario para proyecto en remotoGrupo NS, es una empresa donde se valora tanto el perfil profesional tecnológico de los trabajadores, como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos.Por ello, requerimos personas constantes, con ganas de evolucionar y aprenderAnalista con experiencia de al menos 3 años en PL1 y/o Cobol",100% En remoto,Analista,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/analista-cobol-remoto/cobol-pl1/rf-7d5c11832297e30f084d,tecnoempleo
