titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,portal,url
ANALISTA-PROGRAMADOR JAVA BACKEND. 100% TELETRABAJO,BORAK,ace 1d,"['Java', 'REST', 'MySQL', 'Oracle', 'PostgreSQL', 'Front-end', 'node.js', 'Integración', 'API']","¿QUÉ BUSCAMOS?Muy fácil, Buscamos un Desarrollador de Software Java Senior para unirse a nuestro equipo de desarrollo. El candidato ideal debe poseer sólidos conocimientos en la creación y gestión de microservicios y API RESTful, junto con una gran capacidad en pruebas unitarias y de integración.También se requiere familiaridad con herramientas de automatización de construcción de software como Maven y Gradle.Todo con metodologías de desarrollo ágiles.Buscamos gente dinámica, con iniciativa. capacidad de aprendizaje, adaptabilidad a nuevas tecnologías y comprometida con los resultados.Si además tienes fuertes habilidades analíticas y de resolución de problemas y excelentes habilidades de comunicación y trabajo en equipo,  eres la persona que buscamos.¿ERES TÚ ESA PERSONA? !!Seguro que sí!!¿más detalle? claro...Responsabilidades clave:.- Diseñar, desarrollar y mantener aplicaciones robustas y de alta disponibilidad utilizando Java..- Crear y gestionar microservicios y API RESTful, garantizando la escalabilidad y el rendimiento..- Desarrollar y ejecutar pruebas unitarias para asegurar la calidad y funcionalidad del código..- Utilizar herramientas de automatización de construcción como Maven y Gradle para gestionar las dependencias y automatizar los procesos de creación y despliegue de software..- Colaborar con equipos interdisciplinarios para definir, diseñar y lanzar nuevas funciones..- Participar en todas las fases del ciclo de desarrollo de software, incluida la planificación, diseño, implementación y pruebas.Cualificaciones y aptitudes requeridas:.- Licenciatura en Informática, Ingeniería de Software o un campo relacionado..- Un mínimo de 5 años de experiencia en desarrollo de software, con al menos 3 años en Java..- Experiencia demostrada en el diseño y desarrollo de microservicios y API RESTful..- Experiencia en la creación y ejecución de pruebas unitarias..- Conocimiento en el uso de herramientas de automatización de construcción como Maven y Gradle..- Familiaridad con herramientas de desarrollo de software, sistemas de control de versiones (como Git) y metodologías ágiles (como Scrum o Kanban)..- Gran capacidad de comunicación y trabajo en equipo..- Capacidad para resolver problemas de forma eficaz y creativa.Deseable (pero no obligatorio):.- Experiencia con tecnologías de contenedores y orquestación (como Docker y Kubernetes)..- Conocimientos y experiencia práctica en Python..- Conocimientos en bases de datos SQL y NoSQL..- Experiencia en despliegue de sistemas en plataformas cloud (AWS, Azure, GCP).El proyecto es de larga duración (sin fecha fin). Además el cliente contratará a la persona que se incorpore al proyecto.!ANÍMATE!¿QUÉ TE OFRECEMOS?- Proyecto de larga duración.- Plan formativo en últimas tecnologías. Certificaciones oficiales.- Clases de inglés en modo remoto con profesor nativo.- Plan de retribución flexible (seguro médico, transporte, tickets guardería, tickets restaurante)- Salario competitivo: 40-45K € brutos- Se ofrece puesto de trabajo en 100% teletrabajo.¿BORAK?Borak no es solo una compañía IT, es una nueva manera de entender el trabajo. Nosotros nos formamos y certificamos en todo aquello que nos interese, nos hacemos profesionales, hacemos eventos y salidas anuales, nos ayudamos unos a otros porque somos parte del mismo equipo y, sobre todo, nos divertimos trabajando.La seguridad de una gran compañía con 30 años de experiencia en el sector, certificada como PYME Innovadora por el Gobierno de España, con los primeros certificados en Java a nivel nacional, con cientos de proyectos en el ámbito privado y público, con índices de rotación próximos a cero, cobertura internacional, etc. Todos esto y mucho nos hace muy diferente.",Madrid,Servicios y tecnología de la información, jornada completa,al menos 2 años,indefinido, 40.000€ - 45.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/analista-programador-java-backend.-100-teletrabajo/of-ica4bcefb7446b19c6d9a7a3193ce2e?applicationOrigin=search-new&page=10&sortBy=PUBLICATION_DATE
AWS Transition Manager 100% remoto,"Serviguide BPO, S.L.",ace 1d,"['AWS', 'Cloud', 'Aplicaciones de Cloud', 'Cloud Computing', 'Seguridad de Cloud', 'IT Project Manager']","Precisamos incorporar un perfil de Cloud Transition Manager, concretamente AWS, para trabajar en proyectos internacionales del sector automovilístico, con 100% remoto, .Buscamos perfiles con un nivel de inglés alto, C1 mínimo.¿Qué ofrecemos?* Contrato Indefinido.* Horario: L a J de 9 a 18:00 todo el año.* 100% remoto* Desarrollo profesional.* Estabilidad laboral.* Salario: Abierto + retribución flexible",Madrid,"Programación, Consultoria y otras Activ. informaticas", jornada completa,más de 5 años,indefinido, 40.000€ - 66.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/aws-transition-manager-100-remoto/of-i8d86d53fd240d3ab3df37db9734980?applicationOrigin=search-new&page=20&sortBy=PUBLICATION_DATE
Administrador BBDD No SQL,Ioon Technologies SLU,ace 1d,"['Red Hat Linux', 'Linux', 'NoSQL', 'Git', 'MySQL', 'MongoDB']","Sumamos al equipo Administrador de BBDD NoSQLLa persona se incorporará al área de arquitectura de sistemas/BBDD del cliente en un equipo de DBAs NoSQL, administrando bases de datos MongoDB y Couchbase, incluyendo sistemas críticos de Producción.Funciones/Requisitos del puesto:- Experiencia de 3-4 años.- Mantener las bases de datos Couchbase y MongoDB de forma segura y confiable- Atender la demanda de infraestructura de base de datos, desplegando tanto on-premise con en cloud.- Instalación y configuración de los gestores usando las herramientas corporativas de automatización.- Aplicar parches y actualizaciones para mantener los sistemas seguros y en versiones soportadas.- Establecer y mantener procedimientos de respaldo y recuperación. ·- Resolución de incidencias y gestión de casos de soporte con los fabricantes.- Tareas de mantenimiento y optimización de las bases de datos.- Gestión y mantenimiento de los sistemas de monitorización y alertado- Automatización de tareas rutinarias.- Evolucionar la infraestructuraConocimientos técnicos requeridos:- MONGODB- COUCHBASE- RED HAT LINUX- GIT- ANSIBLE- ATLAS- MYSQL- POSTGRESQL- AZURE- TERRAFORM.COMPETENCIAS TRANSVERSALES:- Capacidad de análisis, trabajo en equipo, proactividad, comunicación, resolución de problemas, autoexigencia.Guardias 24x7 una semana cada mes y medio.Condiciones:- contrato indefinido- sueldo bruto / año € 32.5k (12 pagas)- MODALIDAD: Remoto 96% puntualmente habrá que ir a Galicia para alguna reunión o situación concreta. Se estima como mucho 3 veces al año.Ventajas Ioon:23 días laborables de vacaciones al añoPrograma de Retribución Flexible (tarjeta comida, cheques guardería, tarjeta transporte, seguro médico).Acceso gratuito a plataforma openwebinars y presupuesto anual de €350 para que elijas tu propia formaciónPosibilidad de hacer coaching a compañeros o participar en hackathons donde la marca tiene presenciaEstabilidad y carrera profesional.plan de compensación de referencias internas",Madrid,CDS/PL, jornada completa,al menos 3 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-bbdd-no-sql/of-i4e940dbd704f9a97abcdff814946d6?applicationOrigin=search-new&page=26&sortBy=PUBLICATION_DATE
Administrador Middleware,Ioon Technologies SLU,ace 2d,"['Middleware', 'WebSphere', 'Seguros', 'JBoss', 'apache', 'Apache Tomcat', 'shell scripting']","Estámos en de búsqueda Administrador Middleware para una importante empresa del sector segurosRequisitos:- Administración de Websphere Application Serer 7, 8.5, 9 (WAS)- Administración de Apache 2.2 y 2.4 e IBM HTTP Server- Administración de Tomcat 7, 8 y 9- Shell script (manejo de la consola y scripting)- Se valorarán conocimientos de JBOSS- Se valorarán conocimientos de productos como Denodo y CA API Gateway- Conocimientos básicos de S.O a nivel usuario (AIX y Linux)- Manejo de herramientas de ticket  (HP Service Manager) y Monitorización (conocimientos de CA Introscope como APM y ASM. Además de manejo a nivel usuario de Dynatrace y SplunkCondiciones:· Disponibilidad para Guardias· Lugar de trabajo: Madrid. Formato híbrido con teletrabajo 4 dias a la semana y 1 dia presencial en Arturo SoriaContrato indefinido y sueldo bruto / año en función experienciaHorario de mañana y de tarde rotativo (por semanas) de 7:00h a 15:00h o de 15:00h a 23:00hVentajas Ioon:23 días laborables de vacaciones al añoPrograma de Retribución Flexible (cheque restaurante, seguro médico, etc).formación continua:acceso a formación on-linePosibilidad de hacer coaching a compañeros o participar en hackathons donde la marca tiene presenciaEstabilidad y carrera profesional.plan de compensación de referencias internas.Medidas de conciliación (horario flexible, teletrabajo, jornada intensiva los viernes y en verano según proyecto)",Madrid,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-middleware/of-i81234c3b0e447d88545f91fdf3e885?applicationOrigin=search-new&page=38&sortBy=PUBLICATION_DATE
Administrador Middleware Infraestructura WAS,GRUPO NS,ace 1d,"['Gestion', 'SISTEMAS', 'ADMINISTRACION', 'servidores']","En Grupo NS seleccionamos para incorporación en plantilla, un Administrador Infraestructuras WAS, con al menos tres años de experiencia. Ofrecemos participación en proyecto de primer nivel en modalidad remota 100%, desde España. Posibilidad también de modelo híbrido (Madrid).Grupo NS, es una empresa donde se valora tanto el perfil profesional tecnológico de los trabajadores, como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos.Por ello, requerimos personas constantes, con ganas de evolucionar y aprender.",Madrid,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido, 30.000€ - 36.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-middleware-infraestructura-was/of-i9de6b660d249248d7f0c920ce3a484?applicationOrigin=search-new&page=25&sortBy=PUBLICATION_DATE
Administrador de Redes,Grupo Altare,ace 3d,"['Cableado estructurado', 'VLAN', 'DNS', 'Electrónica', 'Cableado']","¿Quiénes somos?Altare Servicios Profesionales, de capital 100 % español, es una empresa joven, dinámica y en constante expansión, que nace con la vocación de ser el socio tecnológico de referencia en sus clientes ofreciendo servicios de Consultoría, Integración y Outsourcing alrededor de la tecnología.Somos una empresa en continuo crecimiento, la clave de nuestro éxito radica en las personas que trabajan en la compañía, por lo que creemos y apostamos por el talento, incorporando las tecnologías más innovadoras y contando con los mejores profesionales. Creemos y fomentamos la participación de todos los colaboradores para lograr un objetivo común.¿Qué estamos buscando?En Altare Servicios Profesionales estamos ampliando el equipo, por lo que precisamos incorporar un/a Administrador/a de Redes N2/N3 en una modalidad presencial.RequisitosExperiencia mínima de 3 años como Administrador/a de Redes.Conocimientos de redes de datos y cableado estructurado en VLAN. Nivel 2 y 3 y configuración de switches.Manejo de redes NAT.Experiencia en entornos de virtualización de servidores.Experiencia en el manejo de DNS.Conocimiento de Wifi Hotpost.ValorableConocimientos en electrónica.Disponibilidad para viajar.Carnet de conducir.¿Qué ofrecemos?Contrato indefinido.Seguro médico.Plan de formación continuada.Desarrollo profesional.Estabilidad.",Madrid,"Programación, Consultoria y otras Activ. informaticas", jornada completa,al menos 3 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-redes/of-i8231bda1e747e69b239f45ffaaa114?applicationOrigin=search-new&page=35&sortBy=PUBLICATION_DATE
Administrador de Sistemas SCCM. HÍBRIDO MADRID,IRIUM SOLUCIONES Y SISTEMAS,hace 2d,[],"En IRIUM nos preocupamos porque no dejes de perseguir tus sueños. Prepárate para conquistar tus metas, y ten siempre presente disfrutar del camino.Actualmente nos encontramos en búsqueda de un Administrador de Sistemas SCCM para trabajar en un proyecto que gestionamos en MADRID.Tareas que se van a realizar:Creación (Creación de colecciones, aplicaciones, paquetes, TaskSequence, BaseLine, mantenimiento de imagen)Despliegue (Gestión de colecciones, de software, parches de seguridad)Experiencia en scripting con Powershell y automatización de tareas.Troubleshooting y gestión de logs.Gestión de inventarioGestión de informes.Análisis de situaciones y propuestas de solucionesGestión de agentes SCCM en equipos clienteAtención y resolución de incidenciasRealización de documentación técnica y desarrollo de procedimientosExperiencia en Windows 10Deseables conocimientos en Windows 11Deseables conocimientos en Intune (gestión de dispositivos, Autopilot)Ubicación: MadridHorario: L - V: 09:00 - 18:00hDuración: estable.Contrato: 40 horas semanales.Modalidad mixta: 3 días en casa/ 2 días presencial. (Zona de Castellana)Salario: 20.000 - 22.000€ B/AÑOIRIUM es una empresa formada por profesionales con inquietudes, dinámicos y resolutivos. Nuestros valores son la responsabilidad y el compromiso con el trabajo bien hecho, este es el espíritu que buscamos en IRIUM, sea cual sea tu edad, si te reconoces ¡esta es tu empresa!Podemos construir juntos el futuro. ¿Hablamos?",Madrid,SGSV, jornada completa,al menos 3 años,indefinido, 20.000€ - 22.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-sistemas-sccm.-hibrido-madrid/of-i6e508051a94829a4d33db846ce0abf?applicationOrigin=search-new&page=36&sortBy=PUBLICATION_DATE
Administrador de Sistemas Unix/Linux AWS 100% remoto,ARELANCE,ace 1d,"['Linux', 'Bash', 'Git', 'Administración de sistemas Linux', 'AWS', 'Python']","En Arelance, sabemos que las personas son el activo más importante dentro de una empresa. Por ello, invertimos tiempo y dedicación para encontrar los mejores profesionales de hoy y de mañana.No empleando menos tiempo en escoger en nuestros clientes los mejores proyectos con proyección y en donde aportar todo tu conocimiento y ganas de seguir creciendo.En este momento, buscamos incorporar una persona con experiencia como Administrador/a de Sistemas UNIX/LINUX para proyecto a largo plazo, con disponibilidad de realizar guardias 100% remoto.¿QUÉ BUSCAMOS?- Perfil con conocimiento en Administración de SistemasLinux/Unix de al menos 3 años.- Experiencia operando sistemas en AWS de al menos 2años (EC2, NLB, ASG y RDS).- Experiencia en Kubernetes de al menos 1 año.- Conocimiento de Terraform y/o Ansible.- Conocimiento de gestión de scripts en Bash, python, etc.- Experiencia en Git (cloning, branching...).- Profesionales disponibles a realizar Guardias 24*7 una vez al mes. (Tarifa plana de 400€).¿QUÉ OFRECEMOS?- Contrato Indefinido- Posibilidad de crecimiento dentro de la empresa- Formación para que sigamos creciendo juntos- Posibilidad de trabajo remoto o híbrido- Banda salarial depende de la experiencia aportadaSi te interesa una oportunidad como esta inscríbete y nos pondremos en contacto para conocerte lo antes posible &#128522;",Madrid,ITT-ASC FP, jornada completa,al menos 4 años,indefinido, 36.000€ - 42.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-sistemas-unix-linux-aws-100-remoto/of-i236ff6311d482c81339527f024cb1e?applicationOrigin=search-new&page=13&sortBy=PUBLICATION_DATE
Administrador de bases de datos Oracle (híbrido - Madrid),SANDAV,ace 1d,"['Bases de datos', 'Oracle', 'RMAN', 'Backup de bases de datos', 'OEM']","En Sandav estamos buscando un administrador de bases de datos Oracle 24x7 para integrarse en el equipo de una firma especializada en comercio electrónico. El puesto es estable y a largo plazo.Las guardias se rotan de manera semanal (2 al mes) y consisten en estar localizable.Puntualmente pueden ser necesarias algunas intervenciones, en fines de semana.Condiciones:- Modelo de trabajo híbrido: 2 días de teletrabajo.- Ubicación: Canillejas (Madrid).- Jornada de 8 horas y media de lunes a jueves; jornada intensiva los viernes y en agosto.- Salario entre 33.000 y 38.000 euros brutos anuales + guardias.--En Sandav somos más de 200 personas en España. Trabajamos con las empresas más importantes a escala nacional, ayudándolas en los retos que les plantean las tecnologías de la información, a través de servicios de outsourcing, consultoría y asistencia técnica, selección de personal, formación o desarrollo y mantenimiento de software.www.sandavteam.com",Madrid,NGB, jornada completa,al menos 2 años,indefinido, 33.000€ - 39.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-bases-datos-oracle-hibrido-madrid/of-i085ab100414838a24c9cf9cdd8802e?applicationOrigin=search-new&page=26&sortBy=PUBLICATION_DATE
Administrador de sistemas,TIGLOO,ace 1d,"['Gestión de infraestructuras de comunicaciones', 'Instalación de servidores de red', 'Virtualización del almacenamiento']","En Tigloo adquirimos el compromiso de buscar todo tipo de talento para crear una plantilla diversa y para ello buscamos #personasconpropósito.¿Cómo es la persona que buscamos?En esta búsqueda de nuevos profesionales, queremos cubrir una vacante de Administrador de sistemas, para trabajar al servicio de un cliente industrial de ámbito internacional.Te estamos buscando a ti, que tienes conocimientos sobre infraestructura tecnológica (servidores, virtualización, cabinas, redes, directorio activo, puesto de trabajo, Microsoft365...). Trabajarás en el departamento de IT, como parte del equipo encargado de la gestión de las redes y las comunicaciones.El centro de trabajo es en Pamplona, en modo híbrido (teletrabajo varios días por semana).¿Qué ofrecemos?- Equipo joven: Formarás parte de un equipo joven y dinámico con un excelente ambiente de trabajo, compuesto por compañeros de Tigloo y del cliente.- Formación: Apostamos porque crezcas con nosotros, para ello te ofrecemos formación (tanto técnica como en idiomas) y acompañamiento durante tu carrera profesional dentro de la compañía.- Conciliación: Podrás además disfrutar de flexibilidad horaria, seguro médico, teletrabajo, al menos 23 días laborables de vacaciones...- Proyección: Te ofreceremos estabilidad y crecimiento profesional, de la mano de un salario acorde a tus competencias.¿Quiénes somos?Tigloo es tu socio tecnológico, ponemos a tu disposición nuestros más de 40 años de experiencia en el ámbito Tecnológico en España.Ahora, además, Tigloo es una compañía del GRUPO DCS, lo que nos aporta un alcance internacional.Ofrecemos un servicio TI Global.- Ofrecemos soluciones TIC para una transformación digital eficaz.- Aportamos 360º grados de visión estratégica, transformando digitalmente organizaciones, procesos y personas.- Ofrecemos seguridad global con los últimos avances tecnológicos.- Somos capaces de externalizar los servicios TI en todas las fases de una empresa, desde infraestructuras hasta la gestión de las herramientas core del negocio.¡Contacta conmigo y hablamos!",Pamplona/Iruña,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/pamplona-iruna/administrador-sistemas/of-if0e5205d644d1f867e7564d09394a1?applicationOrigin=search-new&page=8&sortBy=PUBLICATION_DATE
Administrador de sistemas Linux,Ioon Technologies SLU,ace 2d,"['Linux', 'WebLogic', 'Bash', 'Scripting', 'RHEL', 'Informática PowerCenter', 'Almacenamiento', 'Apache', 'Tomcat', 'Oracle']","Sumamos al equipo un Administrador de Sistemas Linux.Requisitos:- Administrador de sistemas Linux con experiencia en definición de arquitectura de productos comerciales y despliegue de los mismos.- 4-5 años de experiencia.- Experiencia en diseño e implantación de producto sobre sistemas Linux.- Redes- Almacenamiento BBDD- Alta disponibilidad (HA)- Disaster Recovery (DR)- Balanceadores de carga- Formación Profesional Administración de Sistemas(CERTIFICACIONES): LPIC, CompTIA o similarConocimientos técnicos:- Linux (RHEL)- Bash scripting- Sevidor de aplicaciones (Tomcat, Weblogic..)- Servidor proxy y web (nginx, apache).- Informatica PowerCenter- Veritas Clusters Server- Oracle EDQ- Oracle ODI- Automatizacion con Ansible.Condiciones:- contrato indefinido- sueldo bruto / año € 30-33k (12 pagas)- MODALIDAD: Remoto 100%Ventajas Ioon:23 días laborables de vacaciones al añoPrograma de Retribución Flexible (tarjeta comida, cheques guardería, tarjeta transporte, seguro médico).Acceso gratuito a plataforma openwebinars y presupuesto anual de €350 para que elijas tu propia formaciónPosibilidad de hacer coachaula es para el nivel 3 de Linux de Inditex. Perfil global incluyendo ing a compañeros o participar en hackathons donde la marca tiene presenciaEstabilidad y carrera profesional.plan de compensación de referencias internas",Madrid,CDS/PL, jornada completa,al menos 4 años,indefinido, 30.000€ - 33.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-sistemas-linux/of-i1ffad9a7fc4de9b9a458f8f72518c3?applicationOrigin=search-new&page=32&sortBy=PUBLICATION_DATE
Administrador/a / Soporte MySQL - 100% remoto (Cliente final),Walters People,hace 1d,['MySQL'],"Desde Walters People estamos buscando un/a administrador/a / Soporte de bases de datos MySQL para trabajar en plantilla de importante compañía con SW propio para el sector salud.Funciones:Te encargarás de administrar y dar un soporte avanzado a las bases de datos MySQL de los diferentes clientes.Realizar las intervenciones del día a día, ver posibles problemas y resolver incidencias de alto nivel escaladas de otros equipos.Requisitos:Aportar al menos 6 meses - 1 año de experiencia en soporte a bases de datos MySQL.Experiencia en programación MySQL, ASP Classic, HTML.¿Qué ofrece la compañía?.Contratación indefinida directamente en plantilla de clientePuesto 100% remotoFlexibilidad horariaOportunidades de crecimiento profesional.Si buscas una empresa con proyección donde poder desarrollarte no dudes en inscribirte.",Madrid,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-soporte-mysql-100-remoto-cliente-final/of-i33cdb0b3f84bd2bd64312ec837c7fe?applicationOrigin=search-new&page=22&sortBy=PUBLICATION_DATE
Administrador/a Kubernetes - Hibrido (Nuevos Ministerios),Grupo Hasten,ace 2d,"['Administrador', 'Kubernetes']","Desde Grupo Hasten buscamos un/a Administrador/a Kubernetes para trabajar con importante cliente.UBICACIÓN: Madrid (Nuevos Ministerios)MODALIDAD: Híbrido (Dos días de teletrabajo y tres presencial)HORARIO: L a J: 8:00 a 17:15 y Viernes : 8:00 a 15:00. En el caso de guardias, serian rotatorias, con una frecuencia de al menos una semana al mes, y entraría esa semana en turno de tarde de 11:00 a 20:00 de lunes a viernesREQUISITOS:- Al menos 2 años de experiencia en adelante- Administrador de kubernetes en AWS- Administración de cluster de kubernetes- Administración de aplicaciones- Administración de contenedores y PODs- Administración de escalado- Administración de cargar de trabajo- Administración de la seguridad- Administración de las políticas- Administración del almacenamiento- Servicios, balanceo de carga y redes.Se ofrece¿Por qué elegirnos a nosotros?Hasten Group somos una empresa en pleno crecimiento y buscamos para ello contar con los mejores profesionales TIC.Ofrecemos:Contratación indefinidaFormación personalizada IT / IdiomasPlan de carrera profesional realPosibilidad de realizar multiproyectos en diversos sectoresIntegración en equipos multidisciplinares23 días laborales de VacacionesRevisiones salariales anualesNos importan las personas y su talento, por ello hacemos seguimientos continuados de nuestros empleados, velamos por el bienestar y la realización de promociones anuales.¡Juntos crecemos haciendo lo que nos gusta!Si te gustan los retos y quieres seguir creciendo en el área Tecnológica, ¡Somos tu empresa!",Madrid,Informática y telecomunicaciones-Sistemas, jornada completa,al menos 2 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-kubernetes-hibrido-nuevos-ministerios/of-i0c9d3c6a7347a8a59cf7e6bd2e7f7e?applicationOrigin=search-new&page=30&sortBy=PUBLICATION_DATE
Administrador/a WSO2,M & GT Consulting,ace 2d,"['LDAP', 'DNS', 'WS02']","En M&GT Consulting buscamos un Administrador/a con experiencia en WS02, LDAP en Azure, Directorio activo, PKI, DNS. Conocimientos en F5 (LTM, ASM y APM).Teletrabajo 80% 20% presencial en Madrid.M&GT Consulting es una Consultora Tecnológica y de Negocio con un fuerte bagaje profesional y especialización en sectores como la Banca, las Telecomunicaciones o la Industria.Somos una empresa joven y comprometida con la innovación y los cambios, por lo que apostamos fuerte por los nuevos retos de la tecnología: Big Data, Cloud, Desarrollo Digital o Movilidad.Trabajamos con los clientes más importantes de estos sectores, ofreciendo proyectos acordes a tu formación, experiencia y motivaciones profesionales.Ofrecemos:- Incorporación a la plantilla de M&GT.- Formación y seguimiento personalizado para tu desarrollo profesional (mentor).- Participación en proyectos de tecnologías destacables en el sector.- Salario acorde a la experiencia aportadaResponsable del Tratamiento: Management & Global Technologies S.LFinalidad: Participar en los procesos de selección de personal del responsable del tratamientoLegitimación: Aplicación a solicitud del candidato, de medidas precontractuales o la intención de concluir el contrato de trabajo (Art. 6.1.b Rgpd)Destinatarios: Empresas en las que prestará sus serviciosEjercicio de Derechos: Tiene derecho a acceder, rectificar y suprimir sus datos, así como otros derechos que podrá consultar en nuestra política de privacidad. Puede ejercer sus derechos a través de la dirección de email *texto oculto*Información Adicional: Puede consultar la información adicional sobre nuestra política de protección de datos en esta dirección web https://www.mgt-consulting.com/index.php/esp/politica-de-privacidad",Madrid,Servicios financieros, jornada completa,al menos 4 años,indefinido, 33.000€ - 33.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-wso2/of-i8d2512499347f9bce6eab870285b6a?applicationOrigin=search-new&page=39&sortBy=PUBLICATION_DATE
Administrador/a de Sistemas,INERZA,hace 1d,"['ITIL', 'Linux', 'VMware', 'Directorio Activo', 'Telecomunicaciones', 'Informatica']","INERZA es una organización de consultoría, especializada en la implantación de soluciones TIC, en el desarrollo de software y en servicios de outsourcing (de procesos de negocio, de soluciones tecnológicas y de infraestructuras).INERZA precisa incorporar a un/a Administrador/a de Sistemas para formar de un equipo técnico multidisciplinar y multiproveedor y siguiendo una cultura basada en las buenas prácticas en la gestión de servicios de ITIL v4.",Santa Cruz De Tenerife,Telecomunicaciones, jornada completa,al menos 2 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/santa-cruz-de-tenerife/administrador-sistemas/of-id503896b4a4cca930122abcec8fd71?applicationOrigin=search-new&page=22&sortBy=PUBLICATION_DATE
Administrador/a de Sistemas Informáticos,"REDMAN TH, S.L.",ace 2d,"['Office 365', 'Administración de redes', 'Seguridad', 'VMware', 'Windows Server', 'Microsoft Azure', 'Exchange']","Precisamos incorporar un/a Administrador/a de sistemas con experiencia en proyectos de redes, servidores, MS 365 y Azure.Nuestros clientes son pymes de diversos sectores a los que ofrecemos servicios IT y desarrollo de software.Buscamos una buena persona, honesta, con orientación cliente y buena comunicación, que sepa trabajar en equipo, con actitud proactiva y motivación por aprender constantemente.",Vilanova I La Geltrú,Telecomunicaciones, jornada completa,al menos 2 años,indefinido, 27.000€ - 33.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/vilanova-i-la-geltru/administrador-sistemas-informaticos/of-i93b51451494458ab4daddef874aaff?applicationOrigin=search-new&page=29&sortBy=PUBLICATION_DATE
Administrador/a de Sistemas Virtualizados  VMWare e Hyper-V  (Teletrabajo),Indra (Indra Soluciones TI),hace 1d,"['Linux', 'Microsoft Azure', 'VMWare', 'Windows', 'Ansble', 'Terraform', 'AWS', 'Scripting', 'Microsoft Hyper-V']","More digital. More human. More Minsait.Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.Buscamos Administrador/a de Sistemas Virtualizados con ganas de trabajar en nuestros equipos multidisciplinaresAl menos 4-5 de experiencia como Administrador de Entornos Virtualizados.· Profundo conocimiento de las tecnologías VMWare e Hyper-V· Conocimiento en Azure y AWS· Experto en Windows Server y Linux· Nivel avanzado en scripting· Conocimientos en Ansible, Terraform y Azure Devops- Horario: 16x5 con turnos de 7 a 15:00, 15 a 23:00 y 8 a 17:00 horasDisponibilidad para hacer GuardiasMadrid. Hibrido (80% Teletrabajo)Valorables otras ubicaciones. Remoto 100%Motivos por los que te encantará ser un Minsaiter:· Conciliación y equilibrio.· Carrera profesional y formación continua adaptada a tus necesidades y motivaciones.· Contrato indefinido y retribución competitiva, seguro de vida y acceso a planes de retribución flexible.· Programa de bienestar con acceso a una red de gimnasios, servicio de telemedicina en línea gratuita y otras ventajas.Minsait, technology for a more human future!Nuestro compromiso es promover ambientes de trabajo en los que se trate con respeto y dignidad a las personas, procurando el desarrollo profesional de la plantilla y garantizando la igualdad de oportunidades en su selección, formación y promoción ofreciendo un entorno de trabajo libre de cualquier discriminación por motivo de género, edad, discapacidad, orientación sexual, identidad o expresión de género, religión, etnia, estado civil o cualquier otra circunstancia personal o social.",Madrid,Ingeniería, jornada completa,al menos 4 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/administrador-sistemas-virtualizados-vmware-hyper-v-teletrabajo/of-i0616ac2f09456682dd8c5af7b7c514?applicationOrigin=search-new&page=26&sortBy=PUBLICATION_DATE
