titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,portal
Analista Programador/a JAVA FullStack,Grupo ICA,hace 2h,[],"Desde ICA buscamos un programador/a Java FullStackOfrecemos:-Estabilidad laboral con contratación indefinida.-Proyección profesional.-Teletrabajo 50%-Plan conciliación¿Quiénes somos?ICA, Informática y Comunicaciones Avanzadas S.L., somos una empresa TIC con más de 30 años de experiencia y con sedes en Barcelona, Madrid y Sevilla.Con un equipo de más de 650 profesionales, centramos nuestra oferta en medianas y grandes compañías y administración pública a través de soluciones de software en movilidad, portales, infraestructuras de comunicaciones, ciberseguridad, asistencia técnica, Business Intelligence, Big Data y e-learning.Si te interesan los entornos de innovación, la formación en últimas herramientas tecnológicas, el crecimiento basado en la mejora continua y los valores éticos aplicados a tu día a día, aquí puedes encontrar tu oportunidad.Además, en Grupo I.C.A contamos con la certificación EFR (Empresa Familiarmente Responsable) debido al compromiso que mostramos con la gestión de la conciliación de la vida familiar/ laboral y con la Igualdad de Oportunidades (gestión de la diversidad).",Madrid,"Programación, Consultoria y otras Activ. informaticas", jornada completa,al menos 3 años,indefinido,o disponible,2024-01-26,infojobs
Coordinador/a de ciberseguridad con catalán (f/m),T-Systems,hace 2h,[],"T-Systems somos un equipo de alrededor 28.000 personas en todo el mundo, convirtiéndonos en uno de los principales proveedores de soluciones tecnológicas a nivel internacional.En esta ocasión queremos incorporar a nuestro equipo un profesional dedicado a la coordinación de proyectos de ciberseguridad, con experiencia realizando propuestas de mejora en los servicios.Para este puesto es imprescindible el catalán fluido, tanto oral como escrito.¿CUÁLES SERÁN TUS TAREAS?- Identificar los requerimientos de seguridad del cliente, así como las excepciones de seguridad que puedan afectarle.- Seguimiento de riesgos y medidas implantadas.- Asesoramiento a la Dirección, formando y concienciando en ciberseguridad.- Seguimiento de ANS (Acuerdo de Nivel de Servicio)- Seguimiento de los servicios de seguridad prestados por las áreas de producción: gestión de vulnerabilidades, gestión del cumplimiento normativo, gestión de eventos de seguridad...¿QUÉ BUSCAMOS?- Familiariedad con metodologías y marcos de seguridad (ISO 27000, ENS, NIS...)- Conocimiento en soluciones de gestión de la seguridad: escaneo de vulnerabilidades, SIEM, EDR, Antimalware, seguridad de red (fWs, WAF, IDS/IPS, etc.), antivirus, antispam...- Conocimiento de seguridad en la nube pública, ya sea en Azure, AWS o GCP.Valoramos positivamente poseer certificaciones del ámbito de la ciberseguridad (CISA, CISM, CISSP, CRISC, seguridad en cloud...), aunque no es un requisito indispensable.De igual manera, también son muy valorables los conocimientos en tecnologías como SPLUNK, Qualys, Tenable, SentinelOne, TrendMicro...¿QUÉ OFRECEMOS?- Contrato indefinido- Flexibilidad horaria- Modalidad híbrida con predominancia de teletrabajo, valorando también un modelo de teletrabajo 100%- Salario acorde a la experiencia y conocimientos aportados- Formación continua- Plan de Retribución Flexible: seguro médico, tickets restaurante, guardería, ayudas al transporte...- Seguro de vida y accidentes- Mínimo de 27 días laborables de vacaciones al año- Pago de facturas médicas- Servicio gratuito en especialistas (médicos, fisioterapeutas, nutricionistas, psicólogos, abogados...)- Formación: certificaciones gratuitas, acceso a Coursera, clases semanales de inglés y alemán...- 100% del salario en caso de baja médica- ¡y muchas más ventajas por formar parte de T-Systems!¡Únete a nuestro equipo! ¡Ven al lado magenta!",Barcelona,APC, jornada completa,al menos 3 años,indefinido,o disponible,2024-01-26,infojobs
Consultor SAP HCM,CMV Consultores,hace 2h,[],"CMV Consultores es una empresa de Servicios de IT, dedicada fundamentalmente a la selección de profesionales con perfiles técnicos. Asimismo ofrece a sus clientes servicios de asesoría y soporte en la implantación de soluciones tecnológicas y desarrollo de aplicaciones.CMV Consultores es una empresa de Servicios de IT, dedicada fundamentalmente a la selección de profesionales con perfiles técnicos. Asimismo ofrece a sus clientes servicios de asesoría y soporte en la implantación de soluciones tecnológicas y desarrollo de aplicaciones.¿Estás buscando una nueva oportunidad o un nuevo proyecto?Desde CMV Consultores te brindamos las mejores oportunidades, tanto si estás empezando tu carrera como si tienes experiencia y estás buscando nuevos retos.Características:Responsable de proporcionar orientación experta en cliente para definir e implementar la estrategia de comercio electrónico.Tus actividades diarias consistirán en analizar los requisitos empresariales, diseñar soluciones y colaborar con equipos multifuncionales para garantizar el éxito del proyecto. Proporcionar orientación experta para definir e implementar la estrategia de comercio electrónico para cliente.Analizar los requisitos de negocio y diseñar soluciones para satisfacer las necesidades del proyecto. Colaborar con equipos multifuncionales para asegurar el éxito del proyecto. Estar al día de las tendencias del sector y las mejores prácticas relacionadas con el comercio electrónico.Formato de trabajo en remoto y salario según valía.¿Quieres unirte a nuestros objetivos? No lo dudes, entra a nuestras ofertas y da el primer paso, ¡nosotros daremos el resto por ti!",Madrid,JLA, jornada completa,al menos 3 años,indefinido,36.000€ - 50.000€ Bruto/año,2024-01-26,infojobs
ESPECIALISTA EN INSTALACION Y FABRICACIÓN DE CABLEADO,AICOX SOLUCIONES SA,hace 2h,"['Electrónica - Electricidad', 'Soldadura', 'Cableado', 'Crimpadora', 'Coaxial']","Aicox Soluciones, en sus instalaciones de San Agustín de Guadalix (Madrid), precisa la contratación de especialistas en la fabricación e integración de cableados de radiofrecuencia, eléctricos, multipar, militares y civiles, también para montajes de sistemas de comunicaciones civiles y militares sobre plataformas móviles y fijas.Funciones y responsabilidades:- Formarán parte de un equipo de montaje a las órdenes de los Técnicos de la dirección de Ingeniería del Proyecto, para el montaje de todo el equipamiento necesario de electrónica, Racks, cableados, alimentación, etc...- Operaciones de montaje, poner terminales en cables, cablear equipos y racks., soldar componentes, fabricar cableado con RJ45, BNC, N, SMA- Dar apoyo a otros proyectos en el caso de necesidad , tales cómo la fabricación e integración de equipos de comunicaciones en plataformas vehiculares del ejército.Conocimientos necesarios:o Montajes mecánicos de aparamenta eléctrica, cuadros y Rackso Fabricación de cableado eléctrico, electrónico, y coaxial utilizando crimpadoras, y soldadura.o Soldadura de componentes.o Experiencia en Integración de equipos .o Electrónica básica.o Manejo de herramienta específica para cableados de red.o Manejo de instrumentos de medidaExperiencia demostrable de al menos 3 años en montajes mecánicos, eléctricos y electrónicos utilizando crimpadoras, soldadura, inserción de pines, manejo de herramienta eléctrica, radial, taladro, caladora.Se valorará:Experiencia en fabricación de cableado multipar, datos, y RF, fabricación de equipos electrónicos y de comunicaciones, montaje de sistemas de comunicaciones en campo, estaciones remotas, shelter, y centros de comunicaciones."" Manejo de equipos de medida.",San Agustín Del Guadalix,Telecomunicaciones, jornada intensiva - mañana,al menos 3 años,indefinido,o disponible,2024-01-26,infojobs
Concertadora/or de visitas comerciales. Telemarketing,TRES CONSULTING COMUNICACIONS,hace 2h,"['Telemarketing', 'Microsoft Office', 'Facilidad de palabra', 'Ventas']","Importante empresa de telecomunicaciones con delegaciones en Zaragoza y Barcelona, precisa cubrir dos puestos de trabajo para  la delegación de Barcelona.Se necesitan 2 personas para cubrir el puesto de telemarketing para la  concertación de visitas comerciales, para el departamento comercial.( No son ventas de telemarketing) Somos una empresa con amplia experiencia y conocimientos en Telecomunicaciones con mas de 20 años ofreciendo soluciones a las pymes.Ofrecemos muy buen ambiente de trabajo y un buen trato humano. Las personas seleccionadas serán las responsables de su departamento.Horarios de media jornada, mañana o tarde.Sueldo a convenir, se valorará experiencia en telemarketing.Que nos puedes aportar??",Barcelona,Telecomunicaciones, jornada parcial - indiferente,al menos 1 año,a tiempo parcial,600€ - 1.200€ Bruto/mes,2024-01-26,infojobs
DEVOPS,Mobius Group,hace 2h,"['AWS', 'Bash', 'Google Cloud', 'SQL', 'MySQL', 'PHP']","NUESTRO GRUPO EMPRESARIAL: MOBIUS GROUP by Saretec · Somos un grupo empresarial con diez años de recorrido y en constante crecimiento. Mobius Group lo forman más de 250 personas con distintas edades, formación y experiencia, consolidando un equipo multidisciplinar y multicultural. Formamos parte de Groupe Saretec, una compañía francesa con 2.000 empleados, especializada en consultoría y prevención, peritaciones, reparaciones y movilidad y que cuenta entre sus ejes estratégicos la digitalización, la sostenibilidad, la captación y retención de talento y la excelencia en el servicio al cliente. · Esta es una oportunidad para alguien con el talento adecuado que quiera desarrollar su carrera en un sector tan apasionante como lleno de oportunidades: la posventa y la movilidad corporativa. Misión del PuestoEs un perfil que se centra en la colaboración, comunicación e integración entre los ingenieros de sistemas y los desarrolladores de software.  En el proceso de creación de software intervienen diversas personas que realizan el desarrollo, hacen el despliegue del mismo, personal dedicado a los test, a la administración de datos, etc.)Durante este proceso se producen muchos fallos y errores (errores en bases de datos, faltan componentes, versiones incorrectas, etc). Para garantizar que todos estos procesos se realicen de forma correcta y evitar o minimizar los errores, DevOps proporciona los métodos y herramientas de automatización necesarias para cada uno de los procesos de trabajo, administrar los servidores, estandarizar las infraestructuras. El ingeniero DevOps será encargaá de coordinar y llevar a cabo este proceso.)Funciones principales:- Sistemas operativos: La gestión de diferentes sistemas operativos Windows y Linux, así como el despliegue y gestión de máquinas físicas y virtuales.- Colaborar, diseñar, implementar y mantener pipelines con los equipos de desarrollo para implementar prácticas de integración continua y entrega continua (CI/CD).- Implementar soluciones para mejorar la seguridad y la conformidad en los procesos de desarrollo y operaciones.- Manejo de herramientas como Docker, Kubernetes, Swarm, OpenShift- Uso y gestión de Repositorios de código.- Manejo de aplicaciones que permitan la automatización de un sistema.- Cloud Computing: Plataformas como AWS de Amazon, Azure DevOps, Google Cloud Platform, etc.- Herramientas de Monitorización.- Acceso y consulta a bases de datos MySQL.- Elaboración de reportes.Perfil profesional, experiencia y competencias requeridas· 3 años de experiencia trabajando como DEVOPS· Manejo, control y conocimientos sobre bases de datos y SQL· Experiencia instalando máquinas virtuales, scripts, contenedores, etc.· Experiencia en la gestionar y mantener entornos de desarrollo, pruebas y producción.· Experiencia en despliegue de aplicaciones utilizando Laravel Forge.· Utilización de GIT y manejador de versiones.· Habilidades sólidas en scripting y automatización utilizando lenguajes como Bash,· Herramientas de Integración continua con los diferentes lenguajes de programación que se les presente.· inglés técnico.· Experiencia utilizando Amazon AWS, Google Cloud, etc.· Experiencia con desarrollo web nivel avanzado.Se valorará:· Experiencia con las metodologías ágiles que le permitan realizar un desarrollo iterativo e incremental.· Capacidad de Formación continua.Habilidades:· Capacidad de trabajo en equipo.· Tener amplios conocimientos en todas las áreas del desarrollo· Conocer los distintos lenguajes de programación que se utilizan en el proceso de desarrollo de software del proyecto como, JSon, XSL,  Java / Javascript, PHP, etc· Habilidades de comunicación · Facilitar el trabajo, así como a la reducción de errores.· Tolerancia al fallo, innovación, creatividad, orientación a resultados.· Capacidad de toma de decisiones, identificación de puntos de bloqueo y asunción de riesgos.· Capacidad de a",Alcobendas,Automoción, jornada completa,al menos 3 años,indefinido,o disponible,2024-01-26,infojobs
Area TI,2dMoon,hace 3h,"['ERP', 'Gestión', 'Seguridad', 'Puesta en marcha', 'Gestión de datos']","Organizar y coordinar la operativa de los procesos de tecnologías de información en cuanto a seguridad, gestión de datos, entorno de colaboración y trabajo y servicios de incidencias.· Organizar y coordinar la operativa de los procesos de incidencias y desarrollos de plataformas y sistemas de gestión para la adecuación de los programas existentes a un servicio de calidad. (Asegurar el correcto funcionamiento del ERP y plantearse la implantación de uno nuevo si fuese necesario). · Liderar a las personas del equipo, orgánicos o funcionales, de acuerdo con la estrategia y políticas de la compañía, procurando la satisfacción, bienestar y fidelización del talento. Así como del cliente interno· Diseñar, analizar y poner en marcha proyectos que permitan la puesta en marcha de productos, servicios y procesos nuevos, que impacten en la evolución y el desarrollo de la compañía.· Gestionará el presupuesto del departamento.",Madrid,Educación, jornada completa,al menos 4 años,indefinido,30.000€ - 36.000€ Bruto/año,2024-01-26,infojobs
Operador de sala CPD,Software One,hace 3h,"['Mantenimiento', 'Infraestructura', 'Cisco', 'Seguridad']","Para el desarrollo de este puesto, buscamos una persona con Formación Profesional de Grado Medio/Superior en Electrónica, Sistemas Informáticos y/o Redes que esté buscando orientar su carrera profesional como Operador de Sala de CPD. Deberá contar con conocimientos en: Configuración básica y gestión de entornos LAN/WAN Conocimientos de redes de cableado estructurado y fibra óptica. Conocimiento básico de redes TCP/IP. Conocimientos de Microsoft Office. Recomendable conocimientos en la herramienta de ticketing Máximo Recomendable nivel medio de inglés Responsabilidades: Gestión del Cableado de fibra y cobre Tareas de mantenimiento del Data Center Colaboración en tareas de operación de sala IT Apoyo, cuando sea necesario, a la coordinación de actuaciones de proveedores en el Data Center Gestión de activos, accesos, gestión intervenciones, etc Enrackado y des-enrackado de equipos Asignar ubicaciones para nuevas instalaciones Cerramientos pasillos fríos del CPD Requisitos:Vehículo propioRecomendable:Residencia cercana a Las Rozas",Las Rozas De Madrid,Servicios y tecnología de la información, jornada completa,al menos 2 años,indefinido,o disponible,2024-01-26,infojobs
Técnico/a de Configuración - SAP,SEGULA TECNOLOGIAS,hace 2h,"['Técnico de Configuración', 'SAP', 'ERP', 'Integraciones', 'Industria']","Desde SEGULA Technologies buscamos TÉCNICO/A DE CONFIGURACÓN SAP para puesto estable relacionado con sector industrial, ubicado en la zona de ÉPILA - ZARAGOZA. ¿Cuáles serán tus funciones? + Integración de SAP con ERP propio. + Desarrollo de proyectos de industrialización de nuevos productos de subcontratación o de modificaciones de producto.+ Colaboración  en el desarrollo de proyectos de industrialización de nuevos productos.+ Recepción y análisis de la documentación de cliente, y realización del filtro de cambios sobre productos existentes. + Responsable de presentar el proyecto al resto de Departamentos de la empresa, en sus diversas fases de Revisión, Verificación y Validación.+ Generación de documentación técnica para la fabricación de prototipos (planos, dxf, listas de fabricación).+ Definición de los posibles ensayos sobre los prototipos, así como los registros de resultados necesarios.+ Codificación  del producto siguiendo los Procedimientos establecidas, y da de alta los códigos en el sistema.+ Parametrización y configuración del producto para la fabricación seriada.+ Apoyo a las tareas del área comercial en la atención a las dudas técnicas de clientes.+ Colaboración en la generación de documentación técnica (dxf, escandallos en formato Excel) para la realización de ofertas de cliente.Let´s shape the future together!¿Quieres formar parte de una empresa innovadora, presente en sectores tan importantes como automoción, rail, energético o aeroespacial entre otros? Desde SEGULA Technologies estamos buscando a gente como tú.La compañía ha experimentado un rápido crecimiento en los últimos años y actualmente estamos presentes en más de 30 países con más de 13.000 empleados/as. Acompañamos a nuestros clientes en todas las etapas del ciclo de vida del producto. SEGULA Technologies cuenta con un amplio equipo de expertos/as de ingeniería diseño, modelado y simulación, así como tecnologías digitales.Trabajamos en un ambiente inclusivo y respetuoso, donde todas las personas son valoradas y tienen igualdad de oportunidades para desarrollar su potencial.¿Qué ofrecemos?+ Jornada intensiva de 7-15h durante todo el año. + Contrato indefinido, con opción a pasar a plantilla de cliente. + Posición estable, de larga duración. + Salario competitivo + posibilidad de contratar beneficios sociales.+ Formación en idiomas, competencias y conocimientos técnicos+ Proyectos innovadores en clientes internacionales en los distintos sectores.+ Acceso a tecnologías de vanguardia y herramientas avanzadas.+ Ambiente de trabajo profesional y muy especializado.¡Te esperamos!",Épila,"
Informática y telecomunicaciones -
													ERP, CRM, Business Intelligence
", jornada intensiva - mañana,al menos 2 años,indefinido,o disponible,2024-01-26,infojobs
AUXILIAR ADMNISTRATIVO JUNIOR,"Circet Infraestructuras de Telecomunicaciones, SA",hace 2h,['Excel'],"Smartel ingeniería de telecomunicaciones perteneciente al Grupo Circet busca: Perfil Administrativo/a Junior con alto manejo de Excel, y capacidad analítica.Formará parte del departamento de PMO llevando a cabo funciones de control, seguimiento y mejora de los procesos del grupo con el objetivo de optimizar y mejorar dichos procedimientos.",Erandio,Telecomunicaciones, jornada completa,no requerida,indefinido,15.000€ - 18.000€ Bruto/año,2024-01-26,infojobs
Técnico/a  Soporte a sistemas Linux (Teletrabajo 100%),MINSAIT (Indra Soluciones TI),hace 2h,"['Administración', 'Bases de datos', 'Linux', 'SQL', 'Soporte técnico', 'Informatica']","More digital. More human. More Minsait.Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.Buscamos un/a Técnico/a de soporte a sistemas con ganas de trabajar en nuestros equipos multidisciplinares.¿Cuál es el reto que te proponemos?· Trabajarás con tecnologías punteras· Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital.· Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor.¿Qué esperamos por tu parte?- Formación: Ciclo formativo de grado medio o superior en Informática o similares- Al menos 1-2 años de experiencia en Soporte técnico de sistemas Linux - Conocimientos de bases de datos, creaciones de consultas en SQL.- Conocimientos de Sistemas de monitorización (Nagios u otros)Capacidad de diagnóstico, capacidad de comunicación, habilidades interpersonales, trabajo en equipo, iniciativa, innovación, capacidad de síntesis, compromiso con el proyecto e ilusión por mejorar.Valorable: Ingles B2Ubicación: Madrid. Teletrabajo  100%Motivos por los que te encantará ser un #Minsaiter:· Conciliación y equilibrio.· Carrera profesional y formación continua adaptada a tus necesidades y motivaciones.· Contrato indefinido y retribución competitiva, seguro de vida y acceso a planes de retribución flexible.· Programa de bienestar con acceso a una red de gimnasios, servicio de telemedicina en línea gratuita y otras ventajas.Minsait, technology for a more human future!Nuestro compromiso es promover ambientes de trabajo en los que se trate con respeto y dignidad a las personas, procurando el desarrollo profesional de la plantilla y garantizando la igualdad de oportunidades en su selección, formación y promoción ofreciendo un entorno de trabajo libre de cualquier discriminación por motivo de género, edad, discapacidad, orientación sexual, identidad o expresión de género, religión, etnia, estado civil o cualquier otra circunstancia personal o social",Madrid,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido,o disponible,2024-01-26,infojobs
Operador de sala CPD,Software One,hace 3h,"['Mantenimiento', 'Infraestructura', 'Cisco', 'Seguridad']","Para el desarrollo de este puesto, buscamos una persona con Formación Profesional de Grado Medio/Superior en Electrónica, Sistemas Informáticos y/o Redes que esté buscando orientar su carrera profesional como Operador de Sala de CPD. Deberá contar con conocimientos en: Configuración básica y gestión de entornos LAN/WAN Conocimientos de redes de cableado estructurado y fibra óptica. Conocimiento básico de redes TCP/IP. Conocimientos de Microsoft Office. Recomendable conocimientos en la herramienta de ticketing Máximo Recomendable nivel medio de inglés Responsabilidades: Gestión del Cableado de fibra y cobre Tareas de mantenimiento del Data Center Colaboración en tareas de operación de sala IT Apoyo, cuando sea necesario, a la coordinación de actuaciones de proveedores en el Data Center Gestión de activos, accesos, gestión intervenciones, etc Enrackado y des-enrackado de equipos Asignar ubicaciones para nuevas instalaciones Cerramientos pasillos fríos del CPD Requisitos:Vehículo propioRecomendable:Residencia cercana a Las Rozas",Las Rozas De Madrid,Servicios y tecnología de la información, jornada completa,al menos 2 años,indefinido,o disponible,2024-01-26,infojobs
Técnico instalador Masmovil,ICONO SPAIN GROUP SL,hace 3h,"['FTTH', 'Fiber To The Home (FTTH)', 'Telecomunicaciones', 'Residencial', 'Fibra Optica']","¿Qué es Icono Spain?Icono Spain es una de las empresas del Grupo Icono, un conjunto de empresas que desde hace más de 30 años ofrece soluciones de calidad en sectores clave, como las telecomunicaciones y la energía. Durante toda nuestra trayectoria hemos trabajado en grandes y ambiciosos proyectos, así como con grandes operadores y vendors.¿QUÉ NECESITAMOS?- Instalador, Buscamos técnicos de campo para la zona de Tudela y alrededores, para hacer lo que más nos gusta: realizar instalaciones. Valoramos experiencia en tecnologías como HFC o FTTH pero lo que no sepas hacer, no te preocupes, que nosotros tenemos área de formación propia.- En el momento en el que empieces a trabajar estarás ""iconizado"", es decir, pasarás a formar parte de nuestra gran familia donde entre todos nos ayudamos a crecer mutuamente. Por tanto, buscamos implicación, pasión y ganas de asumir retos.- Si además te gusta el sector es una gran oportunidad, ya que podrías formarte con nosotros y ser un gran técnico instalador.¿QUÉ OFRECEMOS?- Te ofrecemos trabajar en un sector que siempre está presente en nuestro día a día, que no decae y que se reinventa constantemente.- Salario Fijo + Producción = combinación ganadora. El límite lo pones tú.- Contrato laboral, Vehículo de empresa y Gasolina.- Formación con nuestro personal más experto en la industria.Si eres Instalador, te estamos esperando, ¿vienes?",Tudela,Telecomunicaciones, jornada completa,al menos 1 año,indefinido,o disponible,2024-01-26,infojobs
PROGRAMADOR PYTHON,MOVILIDAD URBANA SOSTENIBLE SOCIEDAD LIMITADA,hace 3h,"['PHP', 'API REST', 'Ionic', 'Python']","Buscamos programador/a en Python para proyecto de larga duración. Mínimo 2 años de experiencia. Valorable conocimiento de PHP, API REST, Ionic. Posible indefinido/a.Comprometidos con aplicar el principio de absoluta igualdad de oportunidades, trabajamos, según lo acordado en el plan de igualdad, en la búsqueda de nuevos talentos a través de nuestros valores inclusivos con el fin de alcanzar una plantilla heterogénea compuesta por mujeres y hombres profesionales del sector",Paterna,"Alquileres (vehiculos, transportes, ordenadores, ocio, deporte, maquinaria)", jornada completa,al menos 2 años,indefinido,21.000€ - 21.000€ Bruto/año,2024-01-26,infojobs
Programadores Full Stack - Python y Angular,Luca TIC,hace 3h,"['Python', 'Angular', 'AWS']","Para uno de los principales bancos de España buscamos desarrolladores Full Stack de Python y Angular para un nuevo proyecto que comienza en Enero.Valoramos los conocimientos en Cloud (Azure, Google Cloud o AWS)Algunas de las tareas que realizarás serán:Desarrollo de procesos complejos dentro de AWS con PythonDesarrollo de modelos de datos relacionalesDesarrollo de tablasPruebas y testSubidas a producciónBuscamos una persona con capacidad de análisis e investigación y con habilidades comunicativas.Ofrecemos estabilidad y desarrolloModelo hibrido de teletrabajo (2/3 dias en la oficina, en zona norte de Madrid, resto de dias en remoto)Flexibilidad horariaPosibilidades de crecimiento dentro de un gran clienteSeguro Médico",Madrid,Servicios y tecnología de la información, jornada completa,al menos 2 años,indefinido,o disponible,2024-01-26,infojobs
Full Stack Developer .NET,Innomerics,hace 3h,"['C#', 'React', 'mvc', 'Bootstrap', 'JavaScript', 'CSS3']",Puesto:Full Stack Developer .NETUbicación:Pozuelo de Alarcón (Madrid)Responsabilidades:Desarrollo y mantenimiento de aplicaciones Web.Conocimientos requeridos:- C# .NET.- MVC.- React.- JavaScript.- Bootstrap.- HTML.- CSS3.- SQL Server (T-SQL).,Pozuelo De Alarcón,"Suministros de: Energ. Electr, gas, vapor, aire, agua , saneamiento, residuos", jornada completa,al menos 2 años,indefinido,36.000€ - 42.000€ Bruto/año,2024-01-26,infojobs
Area TI,2dMoon,hace 3h,"['ERP', 'Gestión', 'Seguridad', 'Puesta en marcha', 'Gestión de datos']","Organizar y coordinar la operativa de los procesos de tecnologías de información en cuanto a seguridad, gestión de datos, entorno de colaboración y trabajo y servicios de incidencias.· Organizar y coordinar la operativa de los procesos de incidencias y desarrollos de plataformas y sistemas de gestión para la adecuación de los programas existentes a un servicio de calidad. (Asegurar el correcto funcionamiento del ERP y plantearse la implantación de uno nuevo si fuese necesario). · Liderar a las personas del equipo, orgánicos o funcionales, de acuerdo con la estrategia y políticas de la compañía, procurando la satisfacción, bienestar y fidelización del talento. Así como del cliente interno· Diseñar, analizar y poner en marcha proyectos que permitan la puesta en marcha de productos, servicios y procesos nuevos, que impacten en la evolución y el desarrollo de la compañía.· Gestionará el presupuesto del departamento.",Madrid,Educación, jornada completa,al menos 4 años,indefinido,30.000€ - 36.000€ Bruto/año,2024-01-26,infojobs
