titulo,empresa,fecha,herramientas,descripcion,presencialidad,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,portal
MicroStrategy Analyst,Second Window,24/01/2024Nueva,Microstrategy,"Te ofrecemos crecer con nosotros en una de nuestras unidades tecnológicas como Desarrollador Microstrategy! Si tienes entre 3 -4 años de experiencia en puestos similares así como iniciativa, empatía y ganas de llegar lejos, danos la oportunidad de conocerte.¿Qué necesitamos?-Experiencia MicroStrategy v 20.20- Experiencia en el desarrollo de Dashboards con funcionalidad Dossier- Experiencia de usuario y capacidades de diseño gráfico- Requisitos del usuario, análisis funcional y diseño técnico- Experiencia en metodología ágil- Certificado de Microstrategy AnalystCondiciones del puesto• Modalidad: Híbrida (2 días teletrabajo y 3 presencial en Madrid)• Horario: Horario: estándar de oficina¿Qué te podemos ofrecer?• Contratación indefinida• Rango salarial: 40-45K brutos anuales (rango orientativo, salario en función de experiencia aportada)• Beneficios sociales: Seguro médico privado y seguro de vida• Retribución flexible: tickets restaurante, tickets guardería, tarjeta transporte• 23 días de vacaciones y el día de tu cumpleaños• Plan de formación personalizado.",Madrid (Híbrido),Analista,Jornada completa,3 años,Indefinido,36.000 €-45.000 € Bruto/año,2024-01-26,tecnoempleo
Programador Angular/Java,M·3 Informática,24/01/2024Nueva,"Angular, J2EE, Javascript, Java","El puesto es de programador full stack para integrarse en el equipo de desarrollo de SAINT, nuestro ERP de recursos humanos. El candidato tendrá conocimientos en las tecnologías que se exigen (Angular, Spring y ORACLE) y comodidad con los paradigmas actuales de desarrollo de software acerca de metodologías de planificación, desarrollo, pruebas y documentación.Ofrecemos un excelente ambiente de trabajo (tanto en oficina como en remoto) y la integración en una empresa con más de 30 de años de experiencia en el sector.",Madrid (Híbrido),Analista Programador,Jornada completa,2 años,Indefinido,27.000 €-30.000 € Bruto/año,2024-01-26,tecnoempleo
Analista Programador Cobol/JCLs/Batch,Second Window,24/01/2024Nueva,"Cobol, JCL, Batch","Te ofrecemos crecer con nosotros en una de nuestras unidades tecnológicas como Analista/Programador Cobol, en una posición 100% en remoto, para un puesto estable y a largo plazo en BBVA para proyecto de Reporting NormativoSi tienes unos 2-3 años de experiencia como analista/programador Cobol, con experiencia en BBVA y su plataforma propia, Danos la oportunidad de conocerte!!!¿Qué necesitamos?- Perfil con 2- 3 años de experiencia como Analista/Programador Cobol-Altos conocimientos en JCLs y Batch.¿Qué ofrecemos?• Contratación indefinida• Ubicación: 100% REMOTO• Rango salarial: 25-28K b/año (dependiendo experiencia del candidato y expectativas salariales)• Beneficios sociales: Seguro médico privado y seguro de vida• Retribución flexible: tickets restaurante, tickets guardería, tarjeta transporte• 23 días de vacaciones y el día de tu cumpleaños• Plan de formación personalizado.",100% En remoto,Analista,Jornada completa,2 años,Indefinido,24.000 €-27.000 € Bruto/año,2024-01-26,tecnoempleo
Programador Java,Second Window,24/01/2024Nueva,"Java, Spring, Struts, Javascript","¡Te ofrecemos crecer con nosotros en nuestra unidad tecnológica Fullstack Development como Programador back!. Buscamos 2  perfiles.Un perfil de Programador con 2 años de experiencia y otro de Analista/Programador con 3 años de experiencia para organismo público ubicado en Madrid¿Qué necesitamos?-Experiencia 2 -3 años en:Java 7/8 o superior, Spring / StrutsJavascript, HTML, CSSBases de datos: Oracle, SQL, PL/SQL, procedimientosalmacenadosIntegración continua: Jenkins, Sonar, Subversion, GitServidores de aplicaciones y WebServices (Rest/Soap)IDE EclipseJDBC, ServletsCondiciones del puesto•Modalidad: hibrida, 2 días oficina /3 días teletrabajo•Ubicación: Madrid, Arturo Soria•Horario intensivo de mañana (07:00/08:00 - 15:00/16:00) y 2 tardes en semana (obligatorio de 16:00 a 17:00)¿Qué te podemos ofrecer?•Contratación indefinida•Rango salarial: 28k (2 años de experiencia)-33-35k (3 años de experiencia)b/año•Beneficios sociales: Seguro médico privado y seguro de vida•Retribución flexible: tickets restaurante, tickets guardería, tarjeta transporte•23 días de vacaciones y el día de tu cumpleaños•Plan de formación personalizado.",Madrid (Híbrido),Analista,Jornada completa,2 años,Indefinido,27.000 €-27.000 € Bruto/año,2024-01-26,tecnoempleo
Administrador/a de sistemas y redes,Nextret,24/01/2024Nueva,"VLAN, firewall, fortinet, active directory","En NexTReT queremos incorporar un/a administrador/a de sistemas con conocimientos de redes, para incorporarse a prestigioso cliente del sector de la educación situado en Sant Cugat.Trabajarás en un entorno de alta calidad técnica, en proyectos técnicos de gran valor y recorrido, en equipo y con un excelente ambiente de trabajo.¿Cuáles serán tus funciones?- Realizar tareas de mantenimiento de la infraestructura de redes y comunicaciones, incluyendo la configuración de VLANs y cortafuegos Fortinet- Gestionar la virtualización de servidores, asegurando un rendimiento óptimo y la disponibilidad de recursos. Implementar y supervisar soluciones de respaldo para garantizar la integridad y recuperación de datos.- Coordinar y gestionar relaciones con proveedores externos.- Realizar tareas relaciondas con el conocimiento de Kibana para análisis de registros y monitoreo, aplicando conocimientos y experiencia para detectar y abordar proactivamente posibles problemas en la infraestructura.- Administrar y mantener entornos basados en Microsoft, con un enfoque específico en la administración de Active Directory y la gestionar y optimización de entornos de Microsoft 365 (O365)¿Cómo te imaginamos? Profesional IT con al menos 2 o 3 años de experiencia en:Administración de redes y comunicaciones, con habilidades en la configuración de VLANs y cortafuegos, preferiblemente con experiencia específica en soluciones Fortinet.Administración de entornos basados en Microsoft, con un enfoque específico en Active Directory y Microsoft 365 (O365).Conocimientos sólidos y experiencia en virtualización de servidores y gestión de respaldos utilizando plataformas modernas.Habilidad para gestionar eficientemente las relaciones con proveedores externos, asegurando la entrega oportuna de productos y servicios según los requisitos del negocio.Experiencia práctica en la implementación tareas de Kibana para análisis de registros y monitoreo en entornos empresariales.Será muy valorable, aunque no imprescindible contar con certificaciones relevantes en administración de redes, virtualización y seguridad informática.¿Qué ofrecemos? - Contrato indefinido.- Salario competitivo en función de experiencia y conocimientos aportados que está alrededor de 27.000-30.000€ brutos/anuales.- Teletrabajo al 60%.- Ubicación: Sant Cugat.- Horario de L-V de 9:00hrs a 17:00hrs.- Beneficios adicionales, como la opción de solicitar tickets guardería y la posibilidad de unirte a nuestro seguro de salud colectivo.- Te unirás a una empresa comprometida con la igualdad de oportunidades para todas las personas, que se esfuerza por mantener un entorno laboral inclusivo y libre de discriminación. Valoramos la diversidad, por lo que consideraremos todas las candidaturas sin importar su origen, género, edad, religión, orientación sexual o cualquier otra característica personal.“En el caso de ser considerado finalista y seleccionado para incorporarse en NexTReT, le solicitaremos información adicional para poder cursar la contratación, con la única finalidad de poder acreditar fehacientemente la información de su CV, especialmente en cuanto a titulaciones académicas e información profesional relevante del CV. Si tuviera dudas sobre como aportar información de forma parcial, podrá indicarlo a la persona que gestione, en su caso, su contratación”.",Barcelona (Híbrido),Administrador,Jornada completa,2 años,Indefinido,27.000 €-30.000 € Bruto/año,2024-01-26,tecnoempleo
Analista Programador COBOL CICS DB2 (Alemán C1),Incoming Domain,24/01/2024Nueva,"cobol, cics, db2","TELETRABAJO para Desarrolladores (AF, AT, AP, PS) en alguno de los siguientes entornosOFERTAS ACTIVAS:( SE VALORARA NIVEL DE INGLES C1)( NIVEL ALEMAN C1CORE BANKING: CONOCIMIENTO GENERAL DE BANCA ( NO REQUIERE INGLES )                  1.- ANALISTA  DE REQUERIMIENTOS ,  FUNCIONAL  Y  PRUEBAS DE USUARIO                   2.- ANALISTA CORE BANKING REGULATORIO ( MERCADOS FINANCIEROS Y MEDIOS DE PAGO)DWH / ETL . . : INFORMATICA, PL-SQLFrontEnd. . . . : HTML5, HTML, CSS3,APPVERSE, QWT, JAVA SCRIPT , REACTBackEnd. . . . : Indispensable APIs, Spring MVC, API, Maven, GIT, JIRA,. . . . . . . . . . . . : Docker, Kubernetes, Openshift, JUnit, Nexus, SonarQ,. . . . . . . . . . . . : Spring Data, Swagger, AgileJAVA. . . . . . . : J2EE, J2SE,SCRIPT,(SHELL,PYTHON,PERL). . . . . . . . . . . . : MICROSERVICIOS. . . . . . . . . . . . : (SVN,GIT) (API Rest,RAML,Springboot,). . . . . . . . . . . . : (JIRA,REMEDY,GITLAB)HOST . . . . . . : COBOL, CICS,, DB2 , JCLMicrosoft . . . : .NET, C#, VISUAL BASIC ANGULAR , SQL SERVERMobility. . . . . : IOS, ANDROIDOther . . . . . . : C/C++,VISUAL BASICTesting . . . . . : QA, SCRUM,AUTOMATION, MANUAL...DBA . . . . . . . : LINUX,DOCKER,KUBERNETES,JENKINS,ANSIBLE. . . . . . . . . . . .: (MAVEN,GRADLE)(JUNIT,KARMA,JASMINE). . . . . . . . . . . . : (PYTHON,JAVA,GROOVY). . . . . . . . . . . . : (ADMINISTRACION DE REDES)DATABASE . . . : SQL Server, ETLs,DTSX, VISUAL BASIC , . NET , SASTIBCO :                BPM , LINUX",Madrid - España,Analista,Jornada completa,3-5 años,Indefinido,21.000 €-30.000 € Bruto/año,2024-01-26,tecnoempleo
Arquitecto/a Java Angular Internacional,Tuyú Technology,24/01/2024Nueva,"java, angular, nodejs, microservicios","¿Quieres crecer profesionalmente? ¿Buscas nuevos retos a nivel profesional? ¡Te estamos buscando!En TUYÚ Technology, buscamos un/a Arquitecto/a de Soluciones con experiencia en back y front con Java y Angular con al menos 5 años de experiencia para un importante cliente internacional.¿Qué ofrecemos en el proyecto actual?Formato de trabajo remoto.¿Qué buscamos?Inglés Avanzado.Experiencia en:- Java- Angular- Nodejs- Contenedores y microserviciosRequisitos deseables:- Openshift, wso2 y adobe suite.- Ecommerce y aplicaciones móviles.- Diseño de los flujos de integración e2e para la perspectiva del cliente.Algunas de tus funciones serán:- Gestión de proyectos, reporte a cliente y análisis.Somos una empresa que tenemos como objetivo integrar a todas las personas. Si tienes un certificado de discapacidad o algún tipo de diversidad funcional cognitiva, podemos encontrar un proyecto que se ajuste a tus habilidades.",100% En remoto,Arquitecto TIC,Jornada completa,3-5 años,Indefinido,39.000 €-48.000 € Bruto/año,2024-01-26,tecnoempleo
Confluent Kafka Senior,Tuyú Technology,24/01/2024Nueva,"kafka, ksql, kstream, Java","¿Quieres crecer profesionalmente? ¿Buscas nuevos retos a nivel profesional? ¡Te estamos buscando! En TUYÚ Technology, buscamos:👉Perfil Senior en Confluent (Kafka)👈🔊 ¿Qué ofrecemos?- Rango salarial: 40.000 - 50.000- Ubicación de este proyecto: REMOTO 100%👀 ¿Qué esperamos de ti?- Experiencia de 4 -5 años - Necesaria experiencia en: Colas Kafka; Plataforma Confluent for Kafka; Ksql; Kstream en Java; e Integración de colas Kafka con librerías java springboot.- Deseable experiencia con: Java; APIs; Microservicios; Git; y Jenkins.Somos una empresa que tenemos como objetivo integrar a todas las personas. Si tienes un certificado de discapacidad o algún tipo de diversidad funcional cognitiva, podemos encontrar un proyecto que se ajuste a tus habilidades.Si cumples con los requisitos y crees que encajas con el perfil que buscamos, mándanos tu CV.¡En Tuyú Technology te estamos esperando!👋",100% En remoto,Administrador,Jornada completa,3-5 años,Indefinido,39.000 €-48.000 € Bruto/año,2024-01-26,tecnoempleo
Smart Industry Director,Michael Page,24/01/2024Nueva,"Inteligencia Artificial, deep learning, machine learning","Perfil buscado (Hombre/Mujer)La persona seleccionada se incorporará a la compañía como Smart Industry Director asumiendo las siguientes responsabilidades:• Diseño soluciones y aplicaciones ligadas a la digitalización industrial e industria inteligente: IA, deep learning & machine learning, RA y RV, gemelo digital, metaverso industrial, robótica, fabricación aditiva, ensayos multitécnica...• Diseño de la estrategia tecnológica de la dirección a su cargo y la detección, evaluación y propuesta de nuevas tecnologías en las que la organización debe invertir en el ámbito de la Industria Inteligente aplicadas a los industrial con el objetivo de mantener el portfolio de soluciones.• Desarrollo del plan de ventas de las soluciones tecnológicas desarrolladas por el equipo humano de su dirección y ejecutarlo con el equipo técnico-comercial a su cargo para conseguir los objetivos comerciales diseñados por la dirección general.• Importante cliente final del Sector Industrial ubicado en Sevilla|Proyecto de Transformación Digital / Industria 4.0 con mucha proyección Buscamos una persona que venga de ocupar una posición de Dirección de Prpyectos, Transformación Digital / Industria 4.0 o similar que aporte las siguientes competencias:• Experiencia en la gestión de proyectos de I+D+i nacionales e internacionales, incluyendo las fases de propuesta, ejecución y control económico/presupuestario dentro del sector industrial.• Experiencia en gestión de equipos humanos altamente cualificados e identificación de talento.• Experiencia en transformación digital, industrial 4.0.• Deseable experiencia en licitaciones públicas de ámbito tecnológico e industrial, idealmente familiarización con el modelo H2020.Nivel alto de inglés a nivel conversacional y escrito.Nuestro cliente es uno de los líderes nacionales industriales dentro de su sector. Formarás parte de una compañía consolidada que está en pleno proceso de transformación industrial y digital con el fin de llevar a la excelencia sus principales líneas de negocio.• Teletrabajo flexible a convenir. Sede central en Sevilla, con presencia en oficina algún día a la semana.• Horario Flexible.• Planes de carrera.",Sevilla (Híbrido),I+D,Jornada completa,Más de 5 años,Indefinido,60.000 €-84.000 € Bruto/año,2024-01-26,tecnoempleo
IT Functional Consultant,Michael Page,24/01/2024Nueva,"Salesforce, Scrum","Perfil buscado (Hombre/Mujer)Purpose of the role is provide the functional capability to successfully deliver CC evolutions through all stages of the product development cycle. A Functional Consultant will combine traditional business analysis skills with deep Salesforce and Bullhorn knowledge, allowing them to engage in meaningful conversations with product ownership, architects and developers on PageGroup´s requirements and how they may best be met in the platform. They will also ensure that was has been built meets the requirements of the business before release into production.As part of the CC Functional Team they will be expected to work closely (where required) with the CC Product owner, CC success teams and business partners to ensure the right level of functional CC expertise is provided throughout all phases - business demand, business case, project and management of change.• Documentation of business requirements (User Stories, epics) with business users and the definition of proper acceptance criteria.• Once user stories are in ""Review"" stage, support architects and other teams involved to assess impact of the change and ensure solution meets business requirements• Once user stories are ´in build´, the functional consultant will continue to work closely with solution architecture and development teams and ensure any ambiguity is addressed and the build team fully understand requirements and the avoidance of rework• Once build is completed supports quality assurance activities including functional and non-functional testing (i.e. scalability testing) and will provide proper guidance on the type/level of test required to safely introduce the change.• Assist the support team to analyse and resolve production issues• Is measured on• Accuracy of user stories and user acceptance criteria in order to support build right first-time objectives• Delivery efficiency• Input Customer Connect expertise into proposed roadmap items as and when required• Implement and test ´Fast´ changes into the production environment where required• Upskill and certify in Salesforce as quickly as possible• Champion Customer Connect in any discussions with business users• Multinational company |Experience as Functional Consultant/ Business Analyst Qualifications:• Functional Analysis / Formal BA Qualifications• Salesforce Certifications• Understood that these may not exist currently but there will be an expectation (and support) to achieve these certificationsSkills/Experience:• High level understanding of Bullhorn for Salesforce product and Page customizations or very interested in developing this understanding• Expectation that this moves towards a deep understanding once in post• High level understanding of Page Business and processes• Completion of Salesforce Admin and Functional consultant trailheads• Prior experience with Scrum and Agile development methodology• Experience working at global level with cross-functional teams• Cultural awareness when working with global teams• Capacity to influence at all levels• Capacity to get things done even without direct reporting line• Integrity• Drive• Self confidence• Empathetic• Fluent in English and another language is a plusMultinational company - Page Group• Hibrid work model. • Salesforce certification support will be offered by Page• Join into a multinational company, leading the headhunting sector.",Barcelona (Híbrido),Consultor,Jornada completa,3-5 años,Indefinido,,2024-01-26,tecnoempleo
.Net developer (h/m/d),Michael Page,24/01/2024Nueva,"Net, VB NET","Perfil buscado (Hombre/Mujer)El perfil .Net developer (h/m/d) tendrá como objetivo:• Definición de arquitecturas software en ámbito .Net, implantación y apoyo al equipo de desarrollo.• Desarrollo/programación de aplicaciones empresariales.• Apoyo en la realización de análisis funcional - Técnico.• Empresa final (no consultoria)|ZaragozaEl perfil .Net developer (h/m/d) deberá poseer:• Desarrollador web .net Full Stack• .NET Framework• Conocimientos en Visual Studio usando VB.NET• Bases de datos SQL Server (T-SQL)• HTML• XML• JavaScript y JQuery• Valorable conocimientos de Node.js, MVC, HTML 5• Capacidad para aprender rápidamente nuevas tecnologíasGrupo empresarial referente en Aragón ubicada en Zaragoza.• Oportunidades de carrera y desarrollo profesional.• Horario de 8:00 a 17:00h o 9:00 a 18:00• Modelo híbrido",Zaragoza (Híbrido),Programador,Jornada completa,3 años,Indefinido,,2024-01-26,tecnoempleo
QA Automation,Michael Page,24/01/2024Nueva,"QA, testing","Perfil buscado (Hombre/Mujer)Un QA tester desempeña un papel crucial en el desarrollo de software al garantizar que los productos cumplan con los estándares de calidad y funcionen según lo previsto. Estas serán tus responsabilidades:• Diseñar casos de prueba.• Ejecutar pruebas para identificar errores.• Colaborar con el equipo de desarrollo.• Automatizar pruebas cuando sea posible.• Verificar el cumplimiento de estándares.• Realizar pruebas de integración y sistemas.• Evaluar el rendimiento y la seguridad del software.• Comunicar los resultados al equipo.• Asegurar la calidad y fiabilidad del software antes de su lanzamiento.• QA Automation, remoto 100% desde España|Importante cliente final que desarrolla un producto propioBuscamos a un/a candidato/a que aporte:• 2-3 años de experiencia como QA Automation• 2-3 años de experiencia con las tecnologías Eclipse, Selenium, trabajando en un entorno de Microsoft• Alto nivel de inglésNuestro cliente es una empresa británica que desarrolla un producto propio basado en las últimas tecnologías de Microsoft. Seleccionamos un QA Automation para su estructura en Andalucía, full-remote desde España.• Salario de 25 a 39k• Trabajo 100% remoto desde España con horario de trabajo flexible• Estabilidad y oportunidades en una empresa multinacional líder, actualmente invirtiendo en su presencia en España.• La metodología SCRUM y la entrega Agile están implantadas en toda la empresa, usted estará expuesto a una implementación global de técnicas Agile y Scrum.• Gran filosofía de equipo, trabajar con recursos humanos para ofrecer programas de tutoría y oportunidades profesionales, la mejor filosofía de trabajo en equipo donde las ""personas"" son lo más valioso.• inversión.• Clases de inglés con profesores nativos, ofreciendo planes de formación personalizados en función de tu propio nivel de experiencia.• Licencias en las plataformas de aprendizaje más populares para profesionales de IT• Proyectos interesantes, basados ​​en la última tecnología.",100% En remoto,Tester,Jornada completa,2 años,Indefinido,24.000 €-39.000 € Bruto/año,2024-01-26,tecnoempleo
Analista programador ABAP,Michael Page,24/01/2024Nueva,ABAP,"Perfil buscado (Hombre/Mujer)- Participar en la migración de R/3 a S/4.- Desarrollo den ABAP.• Proyecto sector farmacéutica |Trayectoria profesional- Experiencia senior como desarrollador ABAP.- Experiencia en arranques financieros.- Conocimiento de las tablas del módulo, la fecha de valor, la fecha contable, cuáles son las tablas de partidas abiertas.Page Consulting Tech Solutions, es el área de PageGroup especializada en la realización de proyectos IT en clientes, ofreciendo una amplia variedad de soluciones tecnológicas a medida con la flexibilidad y agilidad requerida.• Contrato indefinido con PageConsulting Tech Solutions.• Banda salarial en función de la experiencia.• 100% remoto.• Formación continua para desarrollar tu talento• Beneficios sociales y plan de retribución flexible.• Compensación de gastos de teletrabajo.• Plan de carrera en un ecosistema de talento tecnológico.",100% En remoto,Analista Programador,Jornada completa,3-5 años,Indefinido,,2024-01-26,tecnoempleo
Analista programador .Net,Michael Page,24/01/2024Nueva,"Net, C#, VB Net","Perfil buscado (Hombre/Mujer)• Toma de requerimientos y análisis tanto técnico como funcional. • Soporte en la definición, comprensión y traducción de los requisitos.• Apreciación y valoración del trabajo a realizar. Así como revisión de esta. • Mantenimiento de documentación técnica.• Organización con los equipos/proveedores de desarrollo.• Oportunidad de incorporación inmediata|Flexibilidad horaria/ Teletrabajo parcialRequisitos:• Formación Académica.• Experiencia desde 10 años de experiencia como desarrollador de Software y al menos 4 de ellos como Analista.• Comprender necesidades y analisis de estos. Así como interlocución con usuarios y técnicos de la compañía. • Programación con lenguaje .Net, C#, VB.Net.• Desarrollo de aplicaciones web sobre ASP.Net MVC 5.0 o superior.Valorable:• IC/DCServicios en AzureTesting unitario (TDD).• Experiencia Azure DevOps.• Conocimiento en Entity Framewordk y Angular, AngularJS.• Base de datos SQL Server y no relacionales.• Control de versiones GIT.• Conocimiento entornos metodología ágiles, SCRUM.• Microservicios.• Conocimiento Docker y Kubernetes.Potente empresa líder en su sector con oficina en Valencia ciudad.• Ambiente de trabajo excelente.• Salario acorde a experiencia del candidato.• Planes de formación personalizados.• Seguro médico.• Teletrabajo 1 día a la semana y 4 en oficina.• Flexibilidad horaria (trabaja 3 días de manera intensiva y 2 días jornada completa!).• Jornada intensiva en los meses de julio y agosto, con horario intensivo los viernes todo el año.",Valencia (Híbrido),Analista Programador,Jornada completa,Más de 10 años,Indefinido,,2024-01-26,tecnoempleo
CRM Retention Manager,Page Personnel,24/01/2024Nueva,marketing,"Perfil buscado (Hombre/Mujer)  • Develop and manage customer retention and loyalty programs. • Create strategies to increase customer loyalty and reduce customer churn. • Monitor customer satisfaction and recommend solutions to improve customer experience. • Analyze customer data and trends to identify areas of improvement. • Collaborate with marketing and sales teams to ensure successful customer retention. • Design customer engagement initiatives and campaigns to drive customer loyalty. • Develop customer segmentation strategies to improve customer experience. • Track customer retention metrics and measure the success of retention strategies. • Manage customer service teams to ensure customer satisfaction. • Develop customer loyalty programs and incentives to retain customers.  • Office located in Sant Cugat del Vallés (presential work)|Important fashion brand for men • 3-4 years of experience in the same role (CRM or Digital departament) • Valorable experience managing an important business budget (+20M€) • English high level is essential (C1 and up) • Very valuable experience working in retail sector   The Retention Manager is responsible for overseeing and managing the retention strategies to ensure that customer satisfaction and loyalty levels are maintained. This role involves developing and executing customer retention strategies, analyzing customer data to identify trends, and working with other departments.",Sant Cugat Del Vallès -  BarcelonaEspaña,Marketing,Jornada completa,3-5 años,Indefinido,,2024-01-26,tecnoempleo
